application_id,asset_id,asset_type,city,market_value,ai_adjusted,realizable_value,loan_amount,ltv_ai,ltv_cap,confidence,legal_penalty,condition_score,valuation_gap_pct,policy_breaches,decision,human_decision,human_reason
APP_0041,A0041,House,Hue,1287920,735442.7698613366,447794.9085195096,156721,0.2130974787195866,0.8,64.3,0.9620414029020572,0.6662126890941112,-42.89685928774019,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0042,A0042,Land,Can Tho,617289,369068.6810569772,239574.9465259128,179034,0.4850967020210543,0.8,65.1,0.9571510937583316,0.7138880329351742,-40.21136273982248,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0043,A0043,Land,Can Tho,1262626,726736.0350685071,451564.2952157391,134908,0.1856354900404555,0.8,64.6,0.988838397034611,0.6614453580768235,-42.442494050613,"confidence<70%, condition<0.75",review,review,
APP_0044,A0044,Apartment,Hue,1054361,623107.7959411803,367182.2547236437,85051,0.1364948417497068,0.8,63.8,0.9599102113606448,0.646196025466142,-40.90185468343572,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0045,A0045,House,HCMC,1815787,981657.026959584,564898.000451822,40402,0.0411569406528206,0.8,63.6,0.9955319113565444,0.608459206534576,-45.937655299901145,"confidence<70%, condition<0.75",review,review,
APP_0046,A0046,Factory,Da Nang,549131,329059.12116363377,191147.8576966707,139690,0.4245133807749254,0.8,63.7,0.9828134519663744,0.622158163665704,-40.076389574867605,"confidence<70%, condition<0.75",review,review,
APP_0047,A0047,Car,Hanoi,1983196,1175925.5650315075,712253.6496644466,99071,0.0842493801870405,0.8,64.2,0.9518081355247348,0.669856588374341,-40.705529608192656,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0048,A0048,Factory,Can Tho,1875284,1079586.8982768876,605573.9043940805,38381,0.0355515614919552,0.8,63.2,0.950271491706435,0.6213527730508701,-42.43075191400942,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0049,A0049,Land,Can Tho,402368,298162.5235135574,225695.7251420356,78333,0.2627191341048541,0.8,67.5,0.95258289585072,0.8364575264443885,-25.89805264992311,"confidence<70%, legal<0.97",review,review,
APP_0050,A0050,Land,Can Tho,370985,269644.4148061487,219043.91223790668,192694,0.7146226267602485,0.8,68.7,0.9802962588823864,0.8722858107198026,-27.31662606139098,confidence<70%,review,review,
APP_0051,A0051,Land,HCMC,1089655,770999.0402644392,549288.3141048657,60423,0.0783697473595764,0.8,66.5,0.9900740905429708,0.7574521827328113,-29.24374776746409,confidence<70%,review,review,
APP_0052,A0052,House,HCMC,137575,85889.85984257075,57076.8040256127,43903,0.5111546354886444,0.8,65.5,0.9619276410313694,0.7271964387808197,-37.568700823135934,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0053,A0053,Apartment,Can Tho,632656,466698.7988367327,352817.08398415137,139575,0.2990686934440303,0.8,67.4,0.9924704421461537,0.801810494808892,-26.23182284895225,confidence<70%,review,review,
APP_0054,A0054,Car,Da Nang,898439,699425.3680890093,601477.4064718554,47912,0.0685019477216083,0.8,69.8,0.9528615970076628,0.9500019768938436,-22.151045525738606,"confidence<70%, legal<0.97",review,review,
APP_0055,A0055,Car,Hue,1940277,1643987.0723365548,1454170.3107505378,184782,0.1123986940708568,0.8,70.2,0.9900481926820838,0.9404526507288824,-15.270496308694335,,approved,approved,
APP_0056,A0056,House,Da Nang,1985132,1188631.6558762405,694639.9655672823,173206,0.1457188180574875,0.8,63.8,0.996389771508614,0.6173900248051167,-40.12329377208969,"confidence<70%, condition<0.75",review,review,
APP_0057,A0057,Car,Da Nang,345502,195276.0270982505,123353.6416791418,196870,1.0081626655633849,0.8,64.8,0.988605419955219,0.6725993638386096,-43.480492993311046,"confidence<70%, condition<0.75, ltv>cap",review,review,
APP_0058,A0058,House,Hue,1788770,1071522.9315770706,696491.6141728046,183390,0.1711489270043769,0.8,65.2,0.9849060391989318,0.6946979484417584,-40.0972214663109,"confidence<70%, condition<0.75",review,review,
APP_0059,A0059,Land,Can Tho,227311,149095.91596706194,98311.16421018942,56315,0.377709876455912,0.8,65.4,0.9918990109327692,0.6997550303328848,-34.408842525411465,"confidence<70%, condition<0.75",review,review,
APP_0060,A0060,Land,HCMC,1509785,1032436.805518286,773599.8169781211,50308,0.0487274375836933,0.8,67.3,0.9520075649773532,0.828493060697109,-31.61696496399912,"confidence<70%, legal<0.97",review,review,
APP_0061,A0061,Factory,Can Tho,1699003,1181550.9975146044,826042.8823115978,75101,0.0635613698926031,0.8,66.2,0.9600891055359528,0.766504970281277,-30.45621476156285,"confidence<70%, legal<0.97",review,review,
APP_0062,A0062,Land,HCMC,1787045,928937.463006888,522952.7477493155,99262,0.1068554170252728,0.8,63.2,0.9562461839652822,0.6197016479710376,-48.018238880000894,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0063,A0063,Apartment,Da Nang,485664,310769.02492469776,215777.91518960483,177199,0.5701951796609619,0.8,66.1,0.9752265495096492,0.7494456553838287,-36.01151723728797,"confidence<70%, condition<0.75",review,review,
APP_0064,A0064,Factory,Can Tho,1792220,1303411.2884238616,989586.699245747,149364,0.114594680379527,0.8,67.5,0.9872594064164422,0.8095011794870549,-27.27392349020424,confidence<70%,review,review,
APP_0065,A0065,Car,Can Tho,276162,148475.27844182603,88695.55755268353,132442,0.8920138179898547,0.8,64.0,0.98150059222882,0.6406687611614864,-46.23616629303597,"confidence<70%, condition<0.75, ltv>cap",review,review,
APP_0066,A0066,Apartment,Can Tho,1061773,957449.8937092992,842665.0956540147,176889,0.184750138009527,0.8,70.1,0.9925565549880968,0.933383421515424,-9.825368161622198,,approved,approved,
APP_0067,A0067,Factory,HCMC,965613,573888.3101499043,324152.22779978527,132718,0.2312610270199317,0.8,63.3,0.9577606496220544,0.6207847465860417,-40.567462311515655,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0068,A0068,Apartment,Can Tho,666061,643456.979047597,585039.6911790221,82020,0.1274677292666879,0.8,70.7,0.986731054596758,0.9699367476072248,-3.393686306870236,,approved,approved,
APP_0069,A0069,House,Can Tho,93122,53577.679751907766,31243.55887838677,88470,1.6512473180933112,0.8,63.7,0.9596520745434453,0.6396452566319502,-42.46506759744446,"confidence<70%, legal<0.97, condition<0.75, ltv>cap",review,review,
APP_0070,A0070,Car,Can Tho,1555424,1194195.3596363822,1024723.3734249535,108233,0.0906325745839069,0.8,69.7,0.96353793756589,0.9374299806391012,-23.223805236618297,"confidence<70%, legal<0.97",review,review,
APP_0071,A0071,Land,Hanoi,704388,650462.349267442,585263.4022126117,26866,0.0413029286479944,0.8,70.5,0.9854952348640652,0.9610612575710468,-7.655674249498571,,approved,approved,
APP_0072,A0072,House,Hue,1340239,1244707.4579809275,1171648.4445484604,150926,0.1212541943348045,0.8,71.3,0.999010239244934,0.9918282722346372,-7.127948225583084,,approved,approved,
APP_0073,A0073,Car,Can Tho,849928,659982.7180872245,566119.5388330444,134027,0.2030765296225328,0.8,69.6,0.9805771802988534,0.9208103521094374,-22.34839679511388,confidence<70%,review,review,
APP_0074,A0074,House,Hue,778632,668811.2712927301,551937.7087411673,148915,0.2226562356106313,0.8,69.0,0.9527250157495648,0.9117910163085317,-14.10431740633186,"confidence<70%, legal<0.97",review,review,
APP_0075,A0075,Land,HCMC,1778277,1303558.2046352592,1040923.3776108262,111449,0.0854959905922911,0.8,68.4,0.9808154484963766,0.856993310398219,-26.69543582719344,confidence<70%,review,review,
APP_0076,A0076,Car,Hue,234210,191085.3841191575,157559.7405436641,158762,0.8308432417887011,0.8,69.0,0.9521175275790084,0.9115985418312516,-18.412798719457964,"confidence<70%, legal<0.97, ltv>cap",review,review,
APP_0077,A0077,Apartment,Hanoi,1486403,845918.3636989497,522381.4994429946,190452,0.2251422928888906,0.8,64.5,0.9942072855683408,0.6538208833652588,-43.089568327099066,"confidence<70%, condition<0.75",review,review,
APP_0078,A0078,Apartment,Da Nang,1506239,1101980.7228718156,840228.1284412892,118287,0.1073403531885188,0.8,67.6,0.985478914255031,0.814427214379055,-26.838919794812405,confidence<70%,review,review,
APP_0079,A0079,Car,Hue,790983,543735.442741415,398971.3725271791,94432,0.1736726955371735,0.8,67.0,0.9586563923211252,0.8056891480761658,-31.25826436959897,"confidence<70%, legal<0.97",review,review,
APP_0080,A0080,Land,Da Nang,561798,488031.178663472,417360.4002048324,29876,0.0612174002526206,0.8,69.7,0.95458605029121,0.943028857649023,-13.130488420487078,"confidence<70%, legal<0.97",review,review,
APP_0081,A0081,Factory,Hue,60348,41128.79296576858,29424.159951105,157948,3.840326657080839,0.8,66.6,0.959176661444016,0.7851197462374063,-31.84729739880596,"confidence<70%, legal<0.97, ltv>cap",review,review,
APP_0082,A0082,Car,HCMC,1876785,1225721.1078766617,877148.8820334215,181754,0.1482833238589287,0.8,66.6,0.9990013589777096,0.7540357984401413,-34.69038233592757,confidence<70%,review,review,
APP_0083,A0083,House,Hue,1898076,1619719.255194127,1281236.1749782132,142903,0.0882270180722601,0.8,68.2,0.9729280321229244,0.855825308494844,-14.665205439923,confidence<70%,review,review,
APP_0084,A0084,Factory,Hue,519892,308874.8586103021,205095.75148742975,174458,0.5648177413497687,0.8,65.5,0.9892040474170704,0.7065853270003384,-40.588649448288855,"confidence<70%, condition<0.75",review,review,
APP_0085,A0085,Land,Hue,112226,65044.49699306487,39793.18775038052,173627,2.669357255826151,0.8,64.3,0.9818204171053888,0.6559073643815827,-42.04150821283404,"confidence<70%, condition<0.75, ltv>cap",review,review,
APP_0086,A0086,Land,HCMC,289377,195390.75324684376,143714.7431748068,161638,0.8272551147586664,0.8,67.0,0.9786206574979318,0.7911509096094983,-32.4788240783325,"confidence<70%, ltv>cap",review,review,
APP_0087,A0087,House,HCMC,181903,121964.59644783908,85043.8197350779,105547,0.8653904745639819,0.8,66.2,0.9572565127332524,0.766755747437954,-32.95075042861356,"confidence<70%, legal<0.97, ltv>cap",review,review,
APP_0088,A0088,Apartment,HCMC,1670669,1109373.8521452884,728414.6113085268,28973,0.026116534064664,0.8,65.3,0.9973012226779048,0.6930279762115494,-33.597028965923926,"confidence<70%, condition<0.75",review,review,
APP_0089,A0089,Land,Da Nang,1789227,1206029.488931168,825966.4464744822,10616,0.0088024381637702,0.8,65.9,0.965067131625736,0.7470047240460512,-32.594942456649264,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0090,A0090,Factory,Da Nang,348904,223108.27176997645,154896.26581057542,48835,0.2188847576675626,0.8,66.1,0.9789008607903772,0.746556979930499,-36.0545388502349,"confidence<70%, condition<0.75",review,review,
APP_0091,A0091,Car,HCMC,1506141,1072964.00042474,733932.9235789217,91894,0.0856449983071409,0.8,65.9,0.9849887972294532,0.7309982257650182,-28.76072024964861,"confidence<70%, condition<0.75",review,review,
APP_0092,A0092,Factory,Da Nang,399573,261185.48414106105,183266.15715864376,151284,0.579220550856856,0.8,66.3,0.9824616577622656,0.7517856318907716,-34.633850600250504,confidence<70%,review,review,
APP_0093,A0093,Factory,HCMC,766057,667505.1079605686,552771.2656039221,96603,0.144722488034813,0.8,68.9,0.997029720484776,0.8742973381823782,-12.864824946372316,confidence<70%,review,review,
APP_0094,A0094,Apartment,HCMC,1218796,766162.9837666019,500871.5509508865,14396,0.0187897357416388,0.8,65.2,0.9574219494960028,0.7187505898285141,-37.1377175699131,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0095,A0095,Factory,Hue,1453857,1215469.1206111691,1103269.7745190496,49965,0.0411075848433535,0.8,70.7,0.9754176369223472,0.9795431706861362,-16.396927578766746,,approved,approved,
APP_0096,A0096,Apartment,Can Tho,1755395,1661573.9446374376,1480214.978556762,196052,0.1179917394785456,0.8,70.4,0.9702017195370384,0.9665392078152713,-5.344726136428691,,approved,approved,
APP_0097,A0097,Apartment,HCMC,137330,94564.34251157618,69311.41659768896,197724,2.0908938268755524,0.8,67.0,0.9737084364741307,0.7923641713200315,-31.140797705107275,"confidence<70%, ltv>cap",review,review,
APP_0098,A0098,Land,Can Tho,433047,277024.5359450853,183994.12201717083,81657,0.2947645042393895,0.8,65.5,0.9559608763098872,0.7313444820018755,-36.028990861249405,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0099,A0099,Land,Da Nang,596991,395259.04371374025,292482.93142191507,162947,0.4122536918295325,0.8,67.1,0.9567047304936382,0.8141739159320013,-33.7914568705826,"confidence<70%, legal<0.97",review,review,
APP_0100,A0100,House,Hanoi,655131,604917.283505555,520373.32048288645,146669,0.2424612488339542,0.8,69.7,0.9639037772890628,0.9394241955094498,-7.664683322029486,"confidence<70%, legal<0.97",review,review,
APP_0101,A0101,Factory,HCMC,1996154,1632959.6986254945,1289297.1119398358,186941,0.1144798614181067,0.8,68.2,0.9652352301880416,0.8610349362240408,-18.19470348352409,"confidence<70%, legal<0.97",review,review,
APP_0102,A0102,House,Hanoi,1565939,1299770.955000043,1105611.854195448,178638,0.1374380611543932,0.8,69.5,0.9713951606840676,0.921756731178831,-16.99734440485594,confidence<70%,review,review,
APP_0103,A0103,Factory,Hanoi,674813,516490.311905882,391194.9961477036,129460,0.2506532978755872,0.8,67.5,0.9805493773518316,0.813088910426296,-23.46171281438236,confidence<70%,review,review,
APP_0104,A0104,House,HCMC,1945061,1599414.0901497724,1272656.806723277,84979,0.0531313313564984,0.8,68.3,0.9817314558709132,0.8531670517070482,-17.770492023141056,confidence<70%,review,review,
APP_0105,A0105,Land,Da Nang,1023648,618260.1472770822,407752.1094103709,129065,0.2087551665240322,0.8,65.4,0.9705905448292784,0.7152622456729847,-39.60227077305068,"confidence<70%, condition<0.75",review,review,
APP_0106,A0106,Land,Hue,1026445,863758.8041974608,711870.771506476,70635,0.0817763010423131,0.8,68.9,0.9704391554714348,0.8939572649241163,-15.84948007955022,confidence<70%,review,review,
APP_0107,A0107,Land,Hanoi,895712,506963.9434815531,315132.54000982695,76137,0.1501822782052949,0.8,64.5,0.960881426334848,0.6809618372502874,-43.40101020399938,"confidence<70%, legal<0.97, condition<0.75",review,review,
APP_0108,A0108,Land,Can Tho,330600,277158.9626126476,226398.73432513705,125660,0.4533860237297112,0.8,68.7,0.9794153124204504,0.8779192515273992,-16.16486309357301,confidence<70%,review,review,
APP_0109,A0109,Car,HCMC,1872026,1680560.9370448436,1456105.2680992167,118565,0.0705508484616385,0.8,69.9,0.965852045565862,0.9442876273303576,-10.227692508285486,"confidence<70%, legal<0.97",review,review,
APP_0110,A0110,Land,Hanoi,77175,42439.91305411105,25052.59210267193,120387,2.8366457736731485,0.8,63.8,0.9518029917138682,0.6528411349206176,-45.0082111381781,"confidence<70%, legal<0.97, condition<0.75, ltv>cap",review,review,
APP_0111,A0111,Apartment,Hue,389843,280267.22872769675,218636.34217583272,83088,0.2964599192605818,0.8,68.0,0.970920002207843,0.8457518962167679,-28.107666745921627,confidence<70%,review,review,
APP_0112,A0112,Land,Hue,497829,298457.42165435414,176149.2772884875,87736,0.2939648795251194,0.8,63.9,0.9737066337545084,0.6380382992919739,-40.04820497513119,"confidence<70%, condition<0.75",review,review,
APP_0113,A0113,Car,Hue,594630,478359.1461451229,388917.1543929096,11936,0.0249519635951078,0.8,68.7,0.9612796434102104,0.8902862513085708,-19.5534792820539,"confidence<70%, legal<0.97",review,review,
APP_0114,A0114,Car,Hanoi,307053,161881.79803500575,95386.6010420277,124337,0.7680727636414876,0.8,63.9,0.9786228966561058,0.6337972875294081,-47.27887431974097,"confidence<70%, condition<0.75",review,review,
APP_0115,A0115,Car,Hanoi,85024,68889.65274534802,62383.70124706524,119399,1.733192072274784,0.8,70.7,0.978288595021596,0.9743759290802504,-18.97622701196365,ltv>cap,review,review,
APP_0116,A0116,Car,HCMC,1371434,798758.7016954914,489594.4156121306,187722,0.2350171579996943,0.8,64.4,0.9851001090555186,0.6549631720151209,-41.75740854496159,"confidence<70%, condition<0.75",review,review,
APP_0117,A0117,House,Da Nang,1940154,1757111.83863897,1612900.5665368084,105813,0.0602198435370858,0.8,70.9,0.9823974241100604,0.983552098363632,-9.434414039351005,,approved,approved,
APP_0118,A0118,House,Can Tho,287573,249120.43862886808,214029.7004946511,98851,0.3968000399488103,0.8,69.6,0.9826216528260516,0.9203536704340388,-13.371408780077376,confidence<70%,review,review,
APP_0119,A0119,Apartment,HCMC,628243,469528.9306253007,360785.1801247823,22859,0.0486849659499304,0.8,67.7,0.965810707591202,0.8374728017865416,-25.2631655863574,"confidence<70%, legal<0.97",review,review,
APP_0120,A0120,House,Hanoi,1037343,849368.4257805428,728909.4034221371,47381,0.0557838018954593,0.8,69.6,0.9893716110992976,0.9130496418518188,-18.120773381558195,confidence<70%,review,review,
APP_0121,A0121,Car,Can Tho,1858629,1567771.385096725,1336498.604062399,74227,0.0473455509557093,0.8,69.5,0.977457219179984,0.9180459355932344,-15.64904103526174,confidence<70%,review,review,
APP_0122,A0122,Land,Hanoi,1403811,1327784.1310489972,1199076.3332561052,81669,0.0615077391650091,0.8,70.6,0.9715709097589944,0.978410825126932,-5.415748199081132,,approved,approved,
APP_0123,A0123,Land,Hanoi,1544066,1030805.0553622198,673967.7111528668,78910,0.0765518170380639,0.8,65.2,0.9813006240470528,0.7013533415356749,-33.24086824253498,"confidence<70%, condition<0.75",review,review,
APP_0124,A0124,Car,Da Nang,1183177,813918.2661740046,625772.6113288633,84880,0.1042856556088812,0.8,67.7,0.9680328667225128,0.8360303581433237,-31.20908653785489,"confidence<70%, legal<0.97",review,review,
APP_0125,A0125,Factory,Da Nang,863219,491659.4653133843,290743.7109867152,156094,0.3174839721645662,0.8,63.9,0.975636962230338,0.6380196790257605,-43.04348429386004,"confidence<70%, condition<0.75",review,review,
APP_0126,A0126,Car,Hue,439562,332294.4222479609,263694.4493898656,34910,0.1050574360045979,0.8,68.2,0.9868352844241112,0.8464662800096485,-24.40328730691896,confidence<70%,review,review,
APP_0127,A0127,House,Can Tho,1735413,1075293.5313626442,679030.0926804491,73129,0.0680084068834011,0.8,64.8,0.9943201443361854,0.6685165216371155,-38.0381770009419,"confidence<70%, condition<0.75",review,review,
APP_0128,A0128,Land,Can Tho,1618042,1131516.1662190375,884374.9149347881,40945,0.0361859611222504,0.8,68.0,0.9960528598647596,0.8259802445889768,-30.068801290755275,confidence<70%,review,review,
APP_0129,A0129,Car,HCMC,98947,80364.55085847017,61718.25173510688,68481,0.8521294434980634,0.8,67.7,0.9751816462591548,0.8289722056135399,-18.78020469698912,"confidence<70%, ltv>cap",review,review,
APP_0130,A0130,Land,Can Tho,1445043,1086933.589269952,792542.8983485353,140066,0.1288634387442902,0.8,66.9,0.9760137557370284,0.7863940611924909,-24.781920726929798,confidence<70%,review,review,
APP_0131,A0131,Car,Hue,214556,162398.36094944348,123570.38967003912,18885,0.1162881194711018,0.8,67.5,0.9899935205381918,0.8090527102052492,-24.309569087117826,confidence<70%,review,review,
APP_0132,A0132,Car,Hanoi,1491018,1180063.9655663734,980399.8532433748,74500,0.0631321709448552,0.8,69.1,0.96572253458721,0.9055693560026352,-20.855149598034803,"confidence<70%, legal<0.97",review,review,
APP_0133,A0133,House,Can Tho,1660609,1349647.2580470094,1169616.373103964,14500,0.0107435479259833,0.8,69.8,0.9918691181172534,0.9196978866048268,-18.725765183314717,confidence<70%,review,review,
APP_0134,A0134,Car,Hanoi,305562,213598.74820972723,157608.32671501592,191430,0.8962131173729525,0.8,67.1,0.9747070823258712,0.7968612862301716,-30.09642946121336,"confidence<70%, ltv>cap",review,review,
