asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,deposit_amount,interest_rate_apy,maturity_months,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000016,House,US,New York,40.70805,-73.96814,C,USD,2025-10-30,55,319026.0,1970.0,0.0,5.0,0.0,1.0,2.0,373.0,335.0,28.05,5.68,Mixed,D,vacant,5061.0,0.0,2.26,1.24,,,,,,,,,,,,,True,Clean,False,0,REG-436252724,60050.0,105715.8,106522.21,0.5637,1.7739,0.758
A-000017,Car,US,San Jose,37.28867,-121.89474,C,USD,2025-10-30,25,44271.0,,,,,,,,,,,,,,,,,,,,2013 BMW CX-5,2013.0,128738.0,2269.0,0.0,6.0,2.0,,,,False,Clean,False,0,REG-248608658,11366.0,14676.91,15104.49,0.7525,1.3289,0.713
A-000018,Car,UK,London,51.50878,-0.08512,C,USD,2025-10-30,37,9710.0,,,,,,,,,,,,,,,,,,,,2014 Honda F-150,2014.0,13611.0,1692.0,0.0,7.0,3.0,,,,False,Clean,True,1,REG-789655172,1419.0,4083.97,4455.74,0.3185,3.1401,0.665
A-000019,Land Plot,FR,Paris,48.85866,2.32656,C,USD,2025-10-30,47,374607.0,,,,,,,,7571.0,18.94,,Industrial,,,,,,,A,True,,,,,,,,,,,True,Clean,False,1,REG-996993870,2098380.0,5441214.02,5755529.02,0.3646,2.7428,0.724
A-000020,House,DE,Berlin,52.52609,13.41144,C,USD,2025-10-30,47,164499.0,1978.0,0.0,4.0,0.0,2.0,1.0,2202.0,2139.0,24.13,21.12,Industrial,D,tenant,2001.0,0.0,1.14,1.08,,,,,,,,,,,,,False,Clean,False,1,REG-207760229,41986.0,54665.73,51772.45,0.811,1.2331,0.701
A-000021,Condo,VN,Ho Chi Minh,10.80963,106.68513,D,USD,2025-10-30,39,297192.0,1986.0,1.0,28.0,5.0,3.0,1.0,69.0,270.0,20.56,6.29,Mixed,C,tenant,3267.0,0.0,3.31,0.08,,,,,,,,,,,,,False,Clean,True,0,REG-438723525,39935.0,76629.32,78313.78,0.5099,1.961,0.69
A-000022,Car,VN,Hanoi,20.99174,105.7938,D,USD,2025-10-30,6,48273.0,,,,,,,,,,,,,,,,,,,,2025 Toyota F-150,2025.0,38448.0,3268.0,0.0,10.0,3.0,,,,True,Clean,True,2,REG-138897187,17274.0,46498.64,46956.13,0.3679,2.7183,0.604
A-000023,Apartment,JP,Tokyo,35.69042,139.68468,A,USD,2025-10-30,48,243741.0,1977.0,6.0,12.0,5.0,1.0,0.0,275.0,800.0,28.12,23.85,Mixed,D,owner,4188.0,0.0,3.35,1.27,,,,,,,,,,,,,True,Clean,True,1,REG-982042072,88589.0,132755.95,126860.7,0.6983,1.432,0.862
A-000024,Condo,US,New York,40.72607,-73.97558,C,USD,2025-10-30,13,275670.0,2012.0,12.0,28.0,2.0,1.0,1.0,59.0,770.0,29.48,15.38,Residential,C,tenant,5236.0,0.0,2.36,2.26,,,,,,,,,,,,,True,Clean,False,0,REG-138115496,83775.0,128907.05,126770.49,0.6608,1.5132,0.768
A-000025,Apartment,US,San Jose,37.33738,-121.88302,B,USD,2025-10-30,16,95879.0,2009.0,8.0,24.0,2.0,3.0,1.0,175.0,634.0,14.71,14.04,Mixed,C,owner,1305.0,1.0,1.71,2.75,,,,,,,,,,,,,False,Clean,True,0,REG-953066066,35298.0,60558.35,59325.75,0.595,1.6807,0.733
A-000026,Apartment,UK,London,51.50371,-0.10762,C,USD,2025-10-30,21,243501.0,2004.0,13.0,32.0,4.0,2.0,2.0,73.0,921.0,17.09,17.05,Commercial,B,tenant,4799.0,0.0,2.61,1.73,,,,,,,,,,,,,False,Clean,True,1,REG-573738995,41353.0,93920.56,96052.4,0.4305,2.3227,0.676
A-000027,House,FR,Paris,48.87871,2.31337,A,USD,2025-10-30,42,178372.0,1983.0,0.0,2.0,3.0,3.0,0.0,1554.0,1875.0,28.92,29.88,Commercial,B,tenant,4632.0,0.0,1.7,1.28,,,,,,,,,,,,,False,Disputed,True,0,REG-435035415,55284.0,98275.79,101559.81,0.5443,1.8371,0.85
A-000028,Car,DE,Berlin,52.53796,13.44258,C,USD,2025-10-30,30,34135.0,,,,,,,,,,,,,,,,,,,,2023 Mercedes CX-5,2023.0,24612.0,3920.0,0.0,11.0,2.0,,,,False,Pending Verification,True,1,REG-227436299,20207.0,26816.35,27422.85,0.7369,1.3571,0.683
A-000029,House,VN,Ho Chi Minh,10.79275,106.68922,C,USD,2025-10-30,50,440563.0,1975.0,0.0,5.0,3.0,2.0,1.0,1256.0,3377.0,23.84,4.57,Industrial,C,owner,2199.0,1.0,2.56,1.44,,,,,,,,,,,,,True,Clean,False,0,REG-319300708,118992.0,157652.21,151712.44,0.7843,1.275,0.657
A-000030,Deposit,VN,Hanoi,20.99511,105.82222,B,USD,2025-10-30,0,108268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,165069.0,0.64,9.0,True,Clean,True,0,REG-259755923,126068.0,165069.0,169595.42,0.7433,1.3453,0.792
A-000031,Apartment,JP,Tokyo,35.67864,139.69524,C,USD,2025-10-30,37,229433.0,1988.0,12.0,39.0,4.0,2.0,2.0,218.0,720.0,29.04,24.11,Commercial,B,tenant,5200.0,1.0,1.16,1.39,,,,,,,,,,,,,True,Clean,True,2,REG-822486386,39957.0,89971.54,98164.79,0.407,2.4568,0.645
A-000032,House,US,New York,40.70152,-74.04304,A,USD,2025-10-30,51,296689.0,1974.0,0.0,2.0,5.0,1.0,1.0,277.0,3984.0,6.21,18.0,Industrial,D,tenant,4812.0,0.0,0.31,1.63,,,,,,,,,,,,,True,Clean,True,2,REG-986986151,117962.0,179648.38,183657.43,0.6423,1.5569,0.934
A-000033,Apartment,US,San Jose,37.31435,-121.87572,A,USD,2025-10-30,26,80765.0,1999.0,23.0,21.0,1.0,3.0,1.0,36.0,759.0,27.29,21.13,Commercial,B,vacant,3145.0,0.0,4.55,0.88,,,,,,,,,,,,,True,Clean,False,0,REG-872312773,20240.0,46273.66,45834.24,0.4416,2.2645,0.853
A-000034,Car,UK,London,51.51049,-0.14989,C,USD,2025-10-30,24,39720.0,,,,,,,,,,,,,,,,,,,,2012 Toyota C-Class,2012.0,50739.0,4491.0,0.0,11.0,2.0,,,,False,Pending Verification,True,0,REG-797758722,8320.0,15170.54,15038.43,0.5532,1.8075,0.699
A-000035,Apartment,FR,Paris,48.87175,2.35639,B,USD,2025-10-30,25,230857.0,2000.0,24.0,38.0,4.0,2.0,1.0,392.0,284.0,27.32,9.35,Industrial,D,tenant,1952.0,1.0,2.78,1.42,,,,,,,,,,,,,False,Clean,True,0,REG-504738964,51930.0,112586.61,114553.22,0.4533,2.2059,0.76
A-000036,Car,DE,Berlin,52.5277,13.4184,C,USD,2025-10-30,35,48848.0,,,,,,,,,,,,,,,,,,,,2014 Kia F-150,2014.0,226125.0,1919.0,0.0,11.0,1.0,,,,True,Clean,True,2,REG-995231572,17775.0,22856.64,23215.58,0.7656,1.3061,0.707
A-000037,Land Plot,VN,Ho Chi Minh,10.79904,106.65496,A,USD,2025-10-30,59,198393.0,,,,,,,,2154.0,22.19,,Industrial,,,,,,,A,True,,,,,,,,,,,False,Clean,False,1,REG-158977390,403843.0,1222788.69,1163119.12,0.3472,2.8801,0.855
A-000038,Apartment,VN,Hanoi,21.03117,105.83557,B,USD,2025-10-30,9,80209.0,2016.0,3.0,20.0,1.0,2.0,0.0,149.0,410.0,24.3,25.71,Commercial,B,owner,3584.0,0.0,0.5,0.46,,,,,,,,,,,,,False,Clean,False,0,REG-876488106,40969.0,53541.77,50489.45,0.8114,1.2324,0.81
A-000039,Deposit,JP,Tokyo,35.68117,139.70097,A,USD,2025-10-30,48,19072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85242.0,3.91,6.0,True,Disputed,False,0,REG-269489776,35871.0,85242.0,90304.2,0.3972,2.5175,0.901
A-000040,Car,US,New York,40.71198,-73.99138,C,USD,2025-10-30,51,23923.0,,,,,,,,,,,,,,,,,,,,2014 Honda Sportage,2014.0,141449.0,2579.0,0.0,13.0,3.0,,,,True,Clean,True,1,REG-995665078,5173.0,11265.66,11625.95,0.445,2.2474,0.727
A-000041,Condo,US,San Jose,37.35271,-121.8752,A,USD,2025-10-30,1,237441.0,2024.0,4.0,26.0,4.0,3.0,2.0,138.0,738.0,12.25,27.03,Residential,B,owner,3562.0,0.0,2.4,1.25,,,,,,,,,,,,,False,Clean,True,0,REG-445001282,57087.0,185173.34,201816.36,0.2829,3.5352,0.9
A-000042,Car,UK,London,51.50023,-0.11502,D,USD,2025-10-30,26,43646.0,,,,,,,,,,,,,,,,,,,,2012 BMW CX-5,2012.0,167587.0,4418.0,0.0,12.0,1.0,,,,False,Clean,True,0,REG-145467726,7598.0,17801.85,17049.68,0.4456,2.244,0.646
A-000043,Land Plot,FR,Paris,48.86689,2.35759,C,USD,2025-10-30,8,185130.0,,,,,,,,7398.0,5.69,,Industrial,,,,,,,C,False,,,,,,,,,,,True,Clean,True,1,REG-985075367,755368.0,2176629.9,2210525.77,0.3417,2.9264,0.702
A-000044,Land Plot,DE,Berlin,52.52488,13.41546,D,USD,2025-10-30,59,367655.0,,,,,,,,1995.0,30.84,,Residential,,,,,,,C,True,,,,,,,,,,,False,Clean,False,2,REG-873084573,467799.0,837584.58,888433.92,0.5265,1.8992,0.668
A-000045,Deposit,VN,Ho Chi Minh,10.78792,106.73123,A,USD,2025-10-30,30,38960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11590.0,4.59,9.0,True,Disputed,True,2,REG-818287691,3611.0,11590.0,12693.98,0.2845,3.5154,0.875
A-000046,Car,VN,Hanoi,21.01813,105.84262,B,USD,2025-10-30,24,5662.0,,,,,,,,,,,,,,,,,,,,2019 Ford Sportage,2019.0,128548.0,2626.0,0.0,5.0,2.0,,,,True,Clean,True,1,REG-446208162,1245.0,3264.46,3333.83,0.3734,2.6778,0.796
A-000047,Apartment,JP,Tokyo,35.66036,139.66115,C,USD,2025-10-30,12,245859.0,2013.0,5.0,19.0,3.0,1.0,1.0,195.0,259.0,5.17,16.0,Residential,C,tenant,5755.0,1.0,1.99,1.02,,,,,,,,,,,,,True,Disputed,False,0,REG-530246516,93229.0,124170.54,130054.04,0.7168,1.395,0.673
A-000048,Apartment,US,New York,40.68656,-74.03187,A,USD,2025-10-30,48,223785.0,1977.0,18.0,25.0,2.0,2.0,1.0,86.0,81.0,8.17,26.0,Commercial,C,tenant,4438.0,0.0,0.46,1.51,,,,,,,,,,,,,True,Clean,False,0,REG-187280099,55688.0,138045.2,133750.56,0.4164,2.4018,0.844
A-000049,Condo,US,San Jose,37.31446,-121.8886,C,USD,2025-10-30,26,128898.0,1999.0,6.0,35.0,4.0,1.0,2.0,240.0,874.0,12.82,17.33,Industrial,B,owner,1490.0,0.0,2.12,0.74,,,,,,,,,,,,,True,Clean,True,0,REG-155329045,27367.0,48448.23,49450.61,0.5534,1.8069,0.707
A-000050,Deposit,UK,London,51.50151,-0.11988,D,USD,2025-10-30,22,170780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,480305.0,1.89,9.0,False,Pending Verification,False,0,REG-247219189,151309.0,480305.0,501101.45,0.302,3.3118,0.69
A-000051,Apartment,FR,Paris,48.86982,2.37401,B,USD,2025-10-30,8,219112.0,2017.0,20.0,29.0,2.0,2.0,2.0,82.0,828.0,12.88,4.35,Mixed,B,tenant,3945.0,0.0,2.0,1.53,,,,,,,,,,,,,False,Clean,True,0,REG-989743507,86627.0,166913.77,165998.02,0.5219,1.9162,0.755
A-000052,Land Plot,DE,Berlin,52.51488,13.39516,B,USD,2025-10-30,37,213793.0,,,,,,,,3179.0,55.7,,Industrial,,,,,,,C,False,,,,,,,,,,,True,Clean,False,0,REG-808871881,948373.0,1505413.06,1398766.43,0.678,1.4749,0.812
A-000053,Land Plot,VN,Ho Chi Minh,10.74939,106.70459,C,USD,2025-10-30,26,137175.0,,,,,,,,7146.0,46.23,,Commercial,,,,,,,B,True,,,,,,,,,,,True,Disputed,True,0,REG-989173952,819693.0,1816535.75,1950893.5,0.4202,2.38,0.699
A-000054,Car,VN,Hanoi,21.01781,105.84705,C,USD,2025-10-30,11,47059.0,,,,,,,,,,,,,,,,,,,,2016 BMW F-150,2016.0,104998.0,2614.0,0.0,6.0,3.0,,,,True,Clean,True,2,REG-477370888,15361.0,24327.75,24788.57,0.6197,1.6137,0.694
A-000055,Apartment,JP,Tokyo,35.70885,139.67999,D,USD,2025-10-30,52,126775.0,1973.0,19.0,6.0,1.0,1.0,0.0,278.0,914.0,9.27,17.64,Mixed,C,vacant,3494.0,0.0,2.04,1.2,,,,,,,,,,,,,True,Clean,False,0,REG-216426522,18044.0,36100.28,35197.12,0.5127,1.9506,0.583
A-000056,Land Plot,US,New York,40.70997,-73.99028,B,USD,2025-10-30,19,346946.0,,,,,,,,4383.0,31.94,,Commercial,,,,,,,B,True,,,,,,,,,,,False,Pending Verification,True,2,REG-395311081,2452077.0,3242048.34,3330004.22,0.7364,1.358,0.856
A-000057,Deposit,US,San Jose,37.31516,-121.89408,C,USD,2025-10-30,38,193800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,151766.0,1.92,18.0,True,Clean,True,0,REG-645598551,76640.0,151766.0,162799.77,0.4708,2.1242,0.753
A-000058,Land Plot,UK,London,51.52264,-0.13289,A,USD,2025-10-30,14,81181.0,,,,,,,,5617.0,11.36,,Agricultural,,,,,,,B,False,,,,,,,,,,,False,Clean,False,0,REG-855256478,429676.0,1139780.61,1214949.89,0.3537,2.8276,0.904
A-000059,Deposit,FR,Paris,48.84827,2.37871,A,USD,2025-10-30,28,266606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,119565.0,1.12,24.0,True,Clean,False,0,REG-343568936,85640.0,119565.0,123470.26,0.6936,1.4417,0.881
A-000060,Land Plot,DE,Berlin,52.52017,13.4259,C,USD,2025-10-30,30,69209.0,,,,,,,,815.0,45.03,,Residential,,,,,,,B,True,,,,,,,,,,,True,Pending Verification,False,2,REG-128597016,49555.0,96714.97,99608.42,0.4975,2.0101,0.736
A-000061,Car,VN,Ho Chi Minh,10.79401,106.67288,C,USD,2025-10-30,44,51439.0,,,,,,,,,,,,,,,,,,,,2022 Honda 3 Series,2022.0,59379.0,4123.0,0.0,8.0,3.0,,,,False,Clean,False,0,REG-311700345,22192.0,39145.66,37210.63,0.5964,1.6768,0.661
A-000062,Condo,VN,Hanoi,21.005,105.83528,A,USD,2025-10-30,10,95533.0,2015.0,4.0,3.0,5.0,1.0,2.0,232.0,538.0,25.3,5.5,Commercial,C,owner,2366.0,0.0,1.91,1.2,,,,,,,,,,,,,False,Clean,True,1,REG-407984274,31350.0,76540.75,74462.02,0.421,2.3752,0.92
A-000063,Car,JP,Tokyo,35.6938,139.69946,A,USD,2025-10-30,41,69375.0,,,,,,,,,,,,,,,,,,,,2023 Honda Sportage,2023.0,165117.0,1612.0,0.0,6.0,1.0,,,,False,Clean,False,0,REG-458655960,26407.0,66660.35,62703.82,0.4211,2.3745,0.909
A-000064,Deposit,US,New York,40.70491,-74.04015,C,USD,2025-10-30,27,17707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,269953.0,3.81,4.0,True,Clean,True,0,REG-739479493,146610.0,269953.0,268375.39,0.5463,1.8305,0.705
A-000065,Condo,US,San Jose,37.308,-121.90524,B,USD,2025-10-30,18,184596.0,2007.0,14.0,25.0,4.0,3.0,0.0,160.0,1.0,9.52,27.15,Mixed,B,vacant,3877.0,0.0,3.01,0.99,,,,,,,,,,,,,True,Clean,False,1,REG-246241862,61848.0,104318.12,97912.99,0.6317,1.5831,0.837
A-000066,House,UK,London,51.5297,-0.14117,B,USD,2025-10-30,39,446907.0,1986.0,0.0,1.0,1.0,2.0,1.0,778.0,351.0,13.29,10.15,Mixed,B,vacant,3662.0,0.0,0.65,0.1,,,,,,,,,,,,,False,Clean,False,0,REG-221222822,80527.0,223077.21,237855.58,0.3386,2.9537,0.846
A-000067,Deposit,FR,Paris,48.88581,2.35822,D,USD,2025-10-30,28,285107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52323.0,4.93,22.0,False,Clean,False,0,REG-391543001,20153.0,52323.0,49385.67,0.4081,2.4505,0.64
A-000068,Land Plot,DE,Berlin,52.4743,13.41173,B,USD,2025-10-30,19,110237.0,,,,,,,,1594.0,10.68,,Agricultural,,,,,,,B,True,,,,,,,,,,,False,Clean,False,0,REG-689131770,198575.0,393737.7,414308.0,0.4793,2.0864,0.831
A-000069,House,VN,Ho Chi Minh,10.74385,106.69657,B,USD,2025-10-30,27,230662.0,1998.0,0.0,4.0,2.0,2.0,1.0,1002.0,4853.0,13.84,5.56,Commercial,B,tenant,5810.0,0.0,2.8,0.84,,,,,,,,,,,,,True,Clean,True,1,REG-445323749,79264.0,111108.8,114786.96,0.6905,1.4482,0.827
A-000070,Apartment,VN,Hanoi,21.05074,105.86899,B,USD,2025-10-30,0,184823.0,2025.0,1.0,37.0,4.0,3.0,1.0,56.0,26.0,23.33,26.01,Residential,C,owner,2978.0,0.0,0.67,1.18,,,,,,,,,,,,,True,Pending Verification,True,1,REG-981005241,63555.0,146048.15,142842.0,0.4449,2.2475,0.848
A-000071,Car,JP,Tokyo,35.63742,139.69515,D,USD,2025-10-30,35,67540.0,,,,,,,,,,,,,,,,,,,,2024 Ford CX-5,2024.0,33735.0,1335.0,0.0,7.0,2.0,,,,False,Disputed,True,2,REG-937982571,40873.0,67715.47,71889.79,0.5686,1.7589,0.624
A-000072,Apartment,US,New York,40.6864,-73.99391,C,USD,2025-10-30,52,91230.0,1973.0,1.0,37.0,3.0,2.0,1.0,187.0,690.0,8.25,21.04,Residential,C,owner,2260.0,0.0,2.29,0.07,,,,,,,,,,,,,False,Clean,True,0,REG-757453238,14437.0,30582.66,28939.2,0.4989,2.0045,0.769
A-000073,House,US,San Jose,37.3454,-121.88176,D,USD,2025-10-30,53,361009.0,1972.0,0.0,2.0,2.0,1.0,1.0,1131.0,256.0,17.9,29.83,Commercial,A,tenant,5752.0,0.0,1.89,1.0,,,,,,,,,,,,,False,Clean,False,2,REG-884268176,35946.0,100197.59,103814.05,0.3463,2.8881,0.68
A-000074,Condo,UK,London,51.50932,-0.12752,D,USD,2025-10-30,59,103254.0,1966.0,5.0,38.0,1.0,1.0,2.0,96.0,513.0,29.07,5.55,Commercial,D,tenant,3244.0,1.0,2.83,1.52,,,,,,,,,,,,,True,Clean,True,1,REG-500514448,17337.0,24842.98,25533.71,0.679,1.4728,0.545
A-000075,Deposit,FR,Paris,48.88947,2.37452,B,USD,2025-10-30,21,66515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,201838.0,0.99,26.0,True,Clean,True,0,REG-351930865,139255.0,201838.0,192595.6,0.723,1.383,0.867
A-000076,Apartment,DE,Berlin,52.54955,13.39915,A,USD,2025-10-30,30,192925.0,1995.0,23.0,34.0,5.0,1.0,0.0,236.0,49.0,7.99,4.71,Residential,C,vacant,1170.0,0.0,1.99,1.61,,,,,,,,,,,,,True,Pending Verification,False,1,REG-445188790,84568.0,115519.88,122803.05,0.6886,1.4521,0.872
A-000077,Land Plot,VN,Ho Chi Minh,10.76296,106.74459,B,USD,2025-10-30,7,229976.0,,,,,,,,3418.0,22.64,,Residential,,,,,,,B,False,,,,,,,,,,,True,Clean,True,0,REG-793695891,753308.0,1818169.18,1877683.27,0.4012,2.4926,0.775
A-000078,Car,VN,Hanoi,21.01458,105.82142,A,USD,2025-10-30,56,33383.0,,,,,,,,,,,,,,,,,,,,2014 Mazda Civic,2014.0,124138.0,2784.0,0.0,7.0,3.0,,,,True,Clean,False,0,REG-557373622,7175.0,11596.22,11764.39,0.6099,1.6396,0.948
A-000079,Apartment,JP,Tokyo,35.71033,139.68387,B,USD,2025-10-30,44,212898.0,1981.0,22.0,17.0,2.0,2.0,0.0,346.0,770.0,13.04,20.89,Industrial,C,vacant,4229.0,0.0,2.46,1.99,,,,,,,,,,,,,True,Clean,False,1,REG-683365355,57594.0,108698.45,100942.08,0.5706,1.7526,0.844
A-000080,House,US,New York,40.7325,-74.01027,C,USD,2025-10-30,5,483297.0,2020.0,0.0,5.0,0.0,1.0,0.0,1221.0,1513.0,17.76,26.84,Industrial,C,owner,4563.0,1.0,0.63,1.46,,,,,,,,,,,,,False,Disputed,True,0,REG-199651832,87709.0,241200.21,233692.37,0.3753,2.6644,0.64
A-000081,House,US,San Jose,37.33293,-121.91208,C,USD,2025-10-30,26,431811.0,1999.0,0.0,2.0,1.0,2.0,1.0,594.0,947.0,16.15,13.59,Industrial,C,owner,1445.0,0.0,2.07,1.64,,,,,,,,,,,,,True,Clean,True,0,REG-503416569,68245.0,163268.02,164984.71,0.4136,2.4175,0.767
A-000082,Condo,UK,London,51.52624,-0.1263,D,USD,2025-10-30,49,280807.0,1976.0,13.0,31.0,2.0,2.0,2.0,55.0,710.0,16.41,16.35,Residential,B,tenant,4580.0,0.0,0.84,2.81,,,,,,,,,,,,,True,Clean,True,0,REG-900801518,55950.0,77288.27,73693.34,0.7592,1.3171,0.685
A-000083,Apartment,FR,Paris,48.8768,2.35474,B,USD,2025-10-30,59,174690.0,1966.0,15.0,12.0,1.0,1.0,0.0,98.0,746.0,28.68,13.88,Residential,D,tenant,4025.0,0.0,2.77,1.85,,,,,,,,,,,,,True,Clean,True,2,REG-410176797,34116.0,92200.56,88436.13,0.3858,2.5922,0.853
A-000084,House,DE,Berlin,52.5073,13.38673,B,USD,2025-10-30,15,414732.0,2010.0,0.0,4.0,3.0,3.0,1.0,1172.0,3710.0,9.54,3.12,Mixed,C,vacant,5297.0,0.0,3.19,1.08,,,,,,,,,,,,,False,Clean,True,0,REG-729576264,118053.0,237237.85,218010.75,0.5415,1.8467,0.8
A-000085,Condo,VN,Ho Chi Minh,10.7603,106.69089,B,USD,2025-10-30,41,118195.0,1984.0,24.0,7.0,2.0,2.0,1.0,116.0,923.0,10.39,22.71,Residential,A,tenant,4527.0,0.0,1.69,2.29,,,,,,,,,,,,,False,Disputed,True,1,REG-764702645,46005.0,61031.87,59860.66,0.7685,1.3012,0.787
