asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000045,Car,VN,Ho Chi Minh,10.76275,106.70958,B,USD,2025-10-30,12,44218.0,,,,,,,,,,,,,,,,,,,,2025 Mercedes Civic,2025.0,62062.0,4134.0,0.0,5.0,1.0,True,Clean,False,0,REG-138846373,20295.0,40047.39,41159.87,0.4931,2.0281,0.784
A-000046,Car,VN,Hanoi,21.04315,105.86873,B,USD,2025-10-30,9,7375.0,,,,,,,,,,,,,,,,,,,,2025 Toyota Sportage,2025.0,5754.0,3716.0,0.0,4.0,2.0,True,Clean,False,0,REG-366528601,3823.0,7391.11,7419.09,0.5153,1.9406,0.77
A-000047,Apartment,JP,Tokyo,35.70331,139.72295,A,USD,2025-10-30,15,228634.0,2010.0,1.0,15.0,0.0,1.0,2.0,25.0,321.0,19.81,15.56,Mixed,C,owner,2402.0,1.0,2.38,1.72,,,,,,,,,,True,Clean,True,0,REG-247955583,114367.0,150417.4,141674.93,0.8072,1.2388,0.736
A-000048,Car,US,New York,40.73741,-74.01968,C,USD,2025-10-30,12,65045.0,,,,,,,,,,,,,,,,,,,,2018 Mercedes CX-5,2018.0,161558.0,3633.0,1.0,0.0,1.0,False,Clean,True,1,REG-290759149,11509.0,31576.1,31129.62,0.3697,2.7048,0.731
A-000049,Condo,US,San Jose,37.34446,-121.87766,B,USD,2025-10-30,39,215936.0,1986.0,2.0,19.0,3.0,3.0,1.0,153.0,555.0,21.63,25.84,Residential,A,owner,1737.0,1.0,1.7,0.81,,,,,,,,,,False,Clean,True,0,REG-693956170,55415.0,114691.11,122230.95,0.4534,2.2057,0.703
A-000050,Car,UK,London,51.51534,-0.11758,D,USD,2025-10-30,20,50274.0,,,,,,,,,,,,,,,,,,,,2016 Mercedes 3 Series,2016.0,68341.0,1422.0,0.0,4.0,3.0,True,Clean,False,1,REG-462442461,7561.0,24399.73,22893.27,0.3303,3.0278,0.604
A-000051,Apartment,FR,Paris,48.8269,2.3291,C,USD,2025-10-30,8,127691.0,2017.0,7.0,11.0,4.0,3.0,2.0,303.0,202.0,18.09,21.94,Mixed,C,owner,5717.0,0.0,3.05,2.15,,,,,,,,,,True,Clean,True,0,REG-789303145,20609.0,66137.83,64392.07,0.3201,3.1245,0.76
A-000052,Land Plot,DE,Berlin,52.53972,13.39884,D,USD,2025-10-30,29,193824.0,,,,,,,,5079.0,23.38,,Agricultural,,,,,,,D,False,,,,,,,,True,Clean,True,2,REG-734190516,941663.0,1304854.68,1333399.17,0.7062,1.416,0.669
A-000053,Car,VN,Ho Chi Minh,10.78219,106.7489,B,USD,2025-10-30,17,24849.0,,,,,,,,,,,,,,,,,,,,2014 Mercedes C-Class,2014.0,93821.0,2423.0,0.0,9.0,3.0,True,Clean,True,1,REG-670416505,3121.0,10277.51,9726.65,0.3209,3.1165,0.851
A-000054,Apartment,VN,Hanoi,21.01845,105.83606,A,USD,2025-10-30,11,240803.0,2014.0,4.0,2.0,2.0,2.0,1.0,354.0,932.0,29.5,4.88,Mixed,C,owner,827.0,0.0,1.59,0.08,,,,,,,,,,True,Clean,False,2,REG-357827533,86833.0,169681.15,164623.9,0.5275,1.8959,0.89
A-000055,Car,JP,Tokyo,35.6959,139.69361,D,USD,2025-10-30,43,12685.0,,,,,,,,,,,,,,,,,,,,2025 BMW CX-5,2025.0,77759.0,2603.0,0.0,3.0,1.0,False,Clean,True,0,REG-715056278,8675.0,12504.87,11657.16,0.7442,1.3438,0.679
A-000056,Car,US,New York,40.7268,-73.98025,C,USD,2025-10-30,8,42041.0,,,,,,,,,,,,,,,,,,,,2024 Mazda Civic,2024.0,84843.0,1520.0,0.0,4.0,1.0,False,Clean,False,2,REG-340670112,18342.0,35399.14,34981.73,0.5243,1.9072,0.659
A-000057,Condo,US,San Jose,37.37543,-121.89197,A,USD,2025-10-30,32,185506.0,1993.0,20.0,2.0,0.0,2.0,1.0,229.0,737.0,10.69,23.31,Residential,C,tenant,3025.0,0.0,0.0,0.77,,,,,,,,,,True,Disputed,False,1,REG-597843051,34384.0,100249.76,98323.74,0.3497,2.8596,0.851
A-000058,Condo,UK,London,51.5206,-0.11632,D,USD,2025-10-30,55,172512.0,1970.0,5.0,35.0,5.0,3.0,2.0,352.0,454.0,9.74,20.71,Residential,B,tenant,38.0,0.0,1.14,3.17,,,,,,,,,,True,Clean,False,0,REG-503856555,13186.0,40606.23,38272.99,0.3445,2.9025,0.638
A-000059,Land Plot,FR,Paris,48.84004,2.3483,C,USD,2025-10-30,7,223109.0,,,,,,,,1350.0,36.03,,Commercial,,,,,,,B,True,,,,,,,,False,Clean,False,0,REG-343627084,170534.0,419892.02,413253.57,0.4127,2.4233,0.733
A-000060,Apartment,DE,Berlin,52.53226,13.40718,B,USD,2025-10-30,20,116580.0,2005.0,12.0,23.0,2.0,1.0,0.0,279.0,26.0,6.58,8.59,Residential,B,owner,466.0,0.0,1.35,0.66,,,,,,,,,,True,Pending Verification,False,0,REG-153538022,28436.0,59405.22,60288.91,0.4717,2.1202,0.828
A-000061,House,VN,Ho Chi Minh,10.77628,106.68573,A,USD,2025-10-30,37,274783.0,1988.0,0.0,1.0,1.0,3.0,2.0,2277.0,588.0,17.68,29.91,Mixed,A,owner,373.0,0.0,1.42,1.65,,,,,,,,,,False,Clean,False,0,REG-513848857,118515.0,150149.65,141259.83,0.839,1.1919,0.889
A-000062,Condo,VN,Hanoi,21.02173,105.84654,C,USD,2025-10-30,58,111689.0,1967.0,20.0,34.0,0.0,2.0,1.0,159.0,666.0,15.22,20.1,Commercial,D,vacant,4383.0,0.0,0.44,1.97,,,,,,,,,,True,Clean,True,0,REG-273887489,24938.0,39623.9,38186.76,0.6531,1.5313,0.693
A-000063,Car,JP,Tokyo,35.67923,139.72479,A,USD,2025-10-30,12,55732.0,,,,,,,,,,,,,,,,,,,,2019 Kia Elantra,2019.0,135445.0,1886.0,0.0,14.0,3.0,False,Clean,True,0,REG-876932753,11911.0,36506.84,39152.38,0.3042,3.2871,0.877
A-000064,Apartment,US,New York,40.69753,-74.00953,A,USD,2025-10-30,1,137047.0,2024.0,18.0,6.0,5.0,1.0,1.0,101.0,465.0,4.14,24.24,Mixed,D,owner,1984.0,1.0,2.17,0.85,,,,,,,,,,True,Clean,True,1,REG-174936800,68647.0,120806.41,125913.4,0.5452,1.8342,0.846
A-000065,House,US,San Jose,37.32677,-121.91315,C,USD,2025-10-30,23,428165.0,2002.0,0.0,3.0,2.0,1.0,1.0,1935.0,4912.0,19.79,14.47,Mixed,B,owner,2219.0,1.0,1.32,1.52,,,,,,,,,,True,Clean,True,0,REG-190995549,58067.0,186122.35,189621.86,0.3062,3.2656,0.611
A-000066,Land Plot,UK,London,51.52381,-0.13521,C,USD,2025-10-30,34,200839.0,,,,,,,,7690.0,16.79,,Industrial,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-136085508,925004.0,2654969.65,2771329.49,0.3338,2.996,0.704
A-000067,Apartment,FR,Paris,48.86824,2.38719,A,USD,2025-10-30,21,152934.0,2004.0,4.0,17.0,2.0,1.0,0.0,225.0,369.0,28.93,4.09,Mixed,C,owner,3132.0,1.0,1.75,1.65,,,,,,,,,,True,Disputed,True,2,REG-670810989,30284.0,91794.93,100574.91,0.3011,3.3211,0.749
A-000068,Land Plot,DE,Berlin,52.50986,13.40179,B,USD,2025-10-30,58,136849.0,,,,,,,,2526.0,15.41,,Industrial,,,,,,,D,False,,,,,,,,True,Clean,True,0,REG-254934576,451460.0,615360.9,644885.63,0.7001,1.4284,0.855
A-000069,Apartment,VN,Ho Chi Minh,10.7881,106.66789,A,USD,2025-10-30,32,244113.0,1993.0,22.0,9.0,5.0,2.0,2.0,311.0,482.0,15.87,13.43,Commercial,B,owner,2169.0,0.0,2.34,0.47,,,,,,,,,,True,Clean,False,1,REG-449254192,46371.0,146011.27,149385.69,0.3104,3.2215,0.855
A-000070,Apartment,VN,Hanoi,21.05725,105.85205,B,USD,2025-10-30,33,88349.0,1992.0,9.0,6.0,5.0,1.0,0.0,98.0,148.0,27.72,17.5,Industrial,C,owner,3044.0,1.0,4.23,0.05,,,,,,,,,,True,Pending Verification,True,0,REG-312724391,14419.0,41759.95,46414.67,0.3107,3.219,0.708
A-000071,Land Plot,JP,Tokyo,35.68056,139.68566,B,USD,2025-10-30,10,278955.0,,,,,,,,1347.0,17.58,,Commercial,,,,,,,C,True,,,,,,,,True,Clean,True,0,REG-687872695,391239.0,993114.58,950003.8,0.4118,2.4282,0.815
A-000072,Apartment,US,New York,40.71474,-74.01167,B,USD,2025-10-30,25,245461.0,2000.0,2.0,29.0,3.0,1.0,0.0,294.0,637.0,5.32,29.5,Residential,D,tenant,2814.0,0.0,2.51,1.12,,,,,,,,,,False,Clean,True,1,REG-929553368,77730.0,125581.37,140020.65,0.5551,1.8014,0.831
A-000073,Apartment,US,San Jose,37.37571,-121.88285,C,USD,2025-10-30,37,218060.0,1988.0,9.0,20.0,0.0,3.0,1.0,197.0,532.0,23.38,6.54,Residential,B,tenant,680.0,0.0,1.81,1.07,,,,,,,,,,True,Clean,True,1,REG-482573590,32088.0,85066.81,92322.38,0.3476,2.8772,0.69
A-000074,Condo,UK,London,51.50229,-0.1134,C,USD,2025-10-30,28,258463.0,1997.0,4.0,16.0,1.0,1.0,0.0,168.0,127.0,18.31,22.04,Residential,C,tenant,419.0,0.0,2.71,0.25,,,,,,,,,,True,Clean,True,0,REG-808821344,42261.0,87970.04,89422.82,0.4726,2.116,0.711
A-000075,Land Plot,FR,Paris,48.86997,2.30786,C,USD,2025-10-30,0,192364.0,,,,,,,,5625.0,25.31,,Commercial,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-217801297,1276324.0,2324962.05,2288323.63,0.5578,1.7929,0.759
A-000076,Land Plot,DE,Berlin,52.49464,13.35501,D,USD,2025-10-30,45,60026.0,,,,,,,,5701.0,31.25,,Residential,,,,,,,B,False,,,,,,,,True,Clean,True,0,REG-514838251,256519.0,445282.98,419349.08,0.6117,1.6348,0.593
A-000077,House,VN,Ho Chi Minh,10.76081,106.71498,C,USD,2025-10-30,9,239452.0,2016.0,0.0,1.0,2.0,3.0,0.0,2477.0,3062.0,28.41,12.31,Mixed,B,owner,3342.0,0.0,1.28,0.73,,,,,,,,,,True,Disputed,True,0,REG-900909105,79633.0,124298.37,119770.11,0.6649,1.504,0.676
A-000078,Apartment,VN,Hanoi,21.03618,105.83708,D,USD,2025-10-30,25,119993.0,2000.0,24.0,11.0,2.0,3.0,1.0,124.0,5.0,15.25,9.83,Commercial,C,tenant,3472.0,0.0,0.55,0.19,,,,,,,,,,True,Clean,False,2,REG-833026487,27182.0,34104.9,34694.45,0.7835,1.2764,0.605
A-000079,Car,JP,Tokyo,35.691,139.67594,B,USD,2025-10-30,11,16232.0,,,,,,,,,,,,,,,,,,,,2013 Ford 3 Series,2013.0,111645.0,2667.0,1.0,7.0,2.0,True,Clean,False,0,REG-312917005,2879.0,5691.29,5782.59,0.4979,2.0085,0.866
A-000080,Apartment,US,New York,40.68865,-74.0111,A,USD,2025-10-30,11,148599.0,2014.0,12.0,10.0,1.0,1.0,2.0,104.0,907.0,24.87,10.18,Industrial,B,owner,1644.0,0.0,2.53,3.53,,,,,,,,,,False,Clean,False,0,REG-256379065,34641.0,109087.92,112237.3,0.3086,3.24,0.907
A-000081,Car,US,San Jose,37.35524,-121.86649,D,USD,2025-10-30,31,8284.0,,,,,,,,,,,,,,,,,,,,2023 Kia C-Class,2023.0,79921.0,1328.0,0.0,9.0,2.0,True,Disputed,True,0,REG-304895031,5137.0,7735.46,8112.11,0.6333,1.5792,0.685
A-000082,Apartment,UK,London,51.49592,-0.14942,C,USD,2025-10-30,59,120517.0,1966.0,8.0,20.0,4.0,2.0,1.0,243.0,857.0,24.46,27.66,Commercial,B,tenant,1737.0,0.0,1.76,0.05,,,,,,,,,,False,Clean,True,0,REG-206059510,31098.0,47054.03,47356.64,0.6567,1.5228,0.773
A-000083,Condo,FR,Paris,48.85795,2.38597,D,USD,2025-10-30,52,110438.0,1973.0,7.0,21.0,4.0,2.0,1.0,253.0,979.0,26.97,11.14,Residential,B,tenant,4621.0,0.0,1.27,0.98,,,,,,,,,,False,Clean,True,0,REG-654010487,17412.0,29930.88,31769.26,0.5481,1.8246,0.587
A-000084,Land Plot,DE,Berlin,52.5328,13.39923,A,USD,2025-10-30,21,307391.0,,,,,,,,4338.0,52.66,,Commercial,,,,,,,C,True,,,,,,,,True,Pending Verification,False,2,REG-145792660,1805113.0,3191240.0,3116921.1,0.5791,1.7267,0.859
