asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,deposit_amount,interest_rate_apy,maturity_months,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000016,Deposit,US,New York,40.71527,-74.00895,C,USD,2025-10-30,58,258695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,418512.0,2.62,18.0,True,Clean,False,0,REG-562800582,259386.0,418512.0,424705.85,0.6107,1.6374,0.672
A-000017,Land Plot,US,San Jose,37.34656,-121.85545,B,USD,2025-10-30,22,97678.0,,,,,,,,5504.0,21.33,,Agricultural,,,,,,,D,True,,,,,,,,,,,False,Clean,True,0,REG-490507080,526250.0,1133718.4,1158608.43,0.4542,2.2016,0.857
A-000018,Land Plot,UK,London,51.51656,-0.12593,C,USD,2025-10-30,12,251054.0,,,,,,,,5576.0,52.34,,Agricultural,,,,,,,B,False,,,,,,,,,,,True,Clean,False,1,REG-131632454,1354375.0,2043237.34,2117894.65,0.6395,1.5637,0.767
A-000019,Deposit,FR,Paris,48.83656,2.33963,C,USD,2025-10-30,56,36130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,134157.0,3.75,4.0,False,Clean,True,1,REG-938234284,81578.0,134157.0,129781.38,0.6286,1.5909,0.723
A-000020,Apartment,DE,Berlin,52.53218,13.36417,B,USD,2025-10-30,14,181930.0,2011.0,4.0,37.0,5.0,1.0,2.0,68.0,721.0,21.1,14.3,Residential,C,tenant,4383.0,0.0,2.23,1.39,,,,,,,,,,,,,True,Clean,True,1,REG-542937893,50823.0,111158.53,110310.82,0.4607,2.1705,0.773
A-000021,Apartment,VN,Ho Chi Minh,10.75883,106.6975,C,USD,2025-10-30,46,184154.0,1979.0,12.0,6.0,2.0,2.0,2.0,26.0,717.0,28.73,6.2,Commercial,C,owner,5103.0,0.0,1.54,1.29,,,,,,,,,,,,,True,Clean,True,2,REG-424704689,31391.0,70119.59,64505.55,0.4866,2.0549,0.708
A-000022,Car,VN,Hanoi,21.02879,105.85048,C,USD,2025-10-30,41,23454.0,,,,,,,,,,,,,,,,,,,,2022 Kia Civic,2022.0,31072.0,3323.0,0.0,14.0,1.0,,,,True,Pending Verification,False,0,REG-891280020,6421.0,20416.8,19697.44,0.326,3.0677,0.672
A-000023,Car,JP,Tokyo,35.68394,139.70641,D,USD,2025-10-30,9,8357.0,,,,,,,,,,,,,,,,,,,,2023 Ford Sportage,2023.0,201363.0,4370.0,0.0,3.0,1.0,,,,False,Clean,True,0,REG-104886850,5430.0,7915.18,8346.25,0.6506,1.5371,0.681
A-000024,Apartment,US,New York,40.70862,-73.98293,C,USD,2025-10-30,3,112817.0,2022.0,1.0,11.0,0.0,3.0,1.0,392.0,749.0,5.42,19.64,Industrial,A,vacant,2753.0,0.0,2.93,0.72,,,,,,,,,,,,,False,Clean,True,1,REG-761158981,34314.0,64832.02,66219.07,0.5182,1.9298,0.731
A-000025,Shop,US,San Jose,37.34724,-121.86359,B,USD,2025-10-30,38,437740.0,1987.0,0.0,5.0,0.0,1.0,0.0,1417.0,2581.0,14.5,15.8,Residential,B,owner,715.0,0.0,1.15,1.47,,,,,,,,,,,,,True,Clean,True,1,REG-331743373,105737.0,209634.37,192972.97,0.5479,1.825,0.826
A-000026,House,UK,London,51.47765,-0.12917,B,USD,2025-10-30,21,334993.0,2004.0,0.0,3.0,4.0,2.0,1.0,1786.0,3289.0,12.22,24.26,Commercial,B,tenant,3294.0,0.0,2.22,2.35,,,,,,,,,,,,,False,Clean,False,0,REG-615212139,112711.0,204255.63,202515.29,0.5566,1.7968,0.851
A-000027,House,FR,Paris,48.86861,2.33297,B,USD,2025-10-30,49,141115.0,1976.0,0.0,1.0,1.0,2.0,1.0,1493.0,931.0,12.16,23.05,Mixed,D,vacant,88.0,0.0,2.9,0.62,,,,,,,,,,,,,False,Clean,False,2,REG-857793888,52156.0,66935.03,75035.55,0.6951,1.4387,0.848
A-000028,House,DE,Berlin,52.50881,13.4193,C,USD,2025-10-30,40,199441.0,1985.0,0.0,4.0,3.0,2.0,0.0,2151.0,896.0,25.74,29.71,Mixed,D,vacant,3335.0,0.0,3.4,0.85,,,,,,,,,,,,,True,Clean,False,0,REG-109654880,38736.0,74941.17,80804.26,0.4794,2.086,0.673
A-000029,Apartment,VN,Ho Chi Minh,10.76118,106.69103,A,USD,2025-10-30,59,179695.0,1966.0,18.0,20.0,0.0,1.0,0.0,116.0,840.0,20.58,20.53,Mixed,C,tenant,3682.0,0.0,0.99,1.77,,,,,,,,,,,,,True,Clean,False,0,REG-541177787,60821.0,112364.01,114029.34,0.5334,1.8748,0.932
A-000030,House,VN,Hanoi,21.01386,105.82493,D,USD,2025-10-30,31,316457.0,1994.0,0.0,1.0,0.0,2.0,2.0,2756.0,3174.0,8.62,12.15,Industrial,B,owner,3647.0,1.0,2.55,1.35,,,,,,,,,,,,,True,Clean,True,0,REG-863178680,32562.0,74171.3,70834.73,0.4597,2.1754,0.556
A-000031,Car,JP,Tokyo,35.70672,139.71496,C,USD,2025-10-30,57,45518.0,,,,,,,,,,,,,,,,,,,,2022 Mercedes Elantra,2022.0,23173.0,1381.0,0.0,12.0,2.0,,,,True,Disputed,True,1,REG-356257796,27935.0,35591.25,33415.96,0.836,1.1962,0.69
A-000032,Deposit,US,New York,40.67696,-74.03562,C,USD,2025-10-30,27,104325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,489179.0,2.76,5.0,True,Clean,True,2,REG-873845624,167499.0,489179.0,473828.87,0.3535,2.8288,0.751
A-000033,Deposit,US,San Jose,37.35082,-121.87474,A,USD,2025-10-30,55,205838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,383718.0,4.76,26.0,False,Clean,False,0,REG-198354061,281161.0,383718.0,359109.5,0.7829,1.2772,0.926
A-000034,House,UK,London,51.48772,-0.09098,D,USD,2025-10-30,40,321631.0,1985.0,0.0,1.0,4.0,2.0,2.0,2693.0,3084.0,10.18,26.03,Industrial,B,vacant,5415.0,0.0,0.06,0.95,,,,,,,,,,,,,False,Clean,True,1,REG-336679596,35476.0,90089.16,92699.77,0.3827,2.613,0.621
A-000035,Land Plot,FR,Paris,48.87398,2.39105,B,USD,2025-10-30,34,99075.0,,,,,,,,7980.0,43.55,,Industrial,,,,,,,B,True,,,,,,,,,,,True,Clean,True,0,REG-207408856,1200928.0,2189644.68,2170575.86,0.5533,1.8074,0.799
A-000036,Apartment,DE,Berlin,52.53175,13.41639,B,USD,2025-10-30,25,230857.0,2000.0,24.0,38.0,4.0,2.0,1.0,392.0,284.0,27.32,9.35,Industrial,D,tenant,1952.0,1.0,2.78,1.42,,,,,,,,,,,,,False,Clean,True,0,REG-504738964,51930.0,112586.61,114553.22,0.4533,2.2059,0.76
A-000037,Deposit,VN,Ho Chi Minh,10.7877,106.7084,C,USD,2025-10-30,35,205633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,135274.0,5.46,29.0,True,Clean,True,2,REG-995231572,93852.0,135274.0,132033.49,0.7108,1.4068,0.722
A-000038,House,VN,Hanoi,21.01082,105.8315,B,USD,2025-10-30,57,400915.0,1968.0,0.0,1.0,1.0,1.0,0.0,783.0,2894.0,15.83,16.93,Residential,B,owner,5111.0,0.0,1.94,2.04,,,,,,,,,,,,,False,Clean,False,0,REG-944221208,82987.0,183993.73,181955.66,0.4561,2.1926,0.805
A-000039,Condo,JP,Tokyo,35.69403,139.6693,A,USD,2025-10-30,19,176128.0,2006.0,11.0,22.0,4.0,2.0,2.0,223.0,260.0,12.38,9.55,Mixed,C,owner,2879.0,0.0,2.77,0.29,,,,,,,,,,,,,False,Clean,False,0,REG-126323084,46472.0,123852.12,127250.24,0.3652,2.7382,0.847
A-000040,House,US,New York,40.71556,-74.00684,A,USD,2025-10-30,28,211822.0,1997.0,0.0,1.0,3.0,1.0,1.0,2081.0,4259.0,4.12,26.04,Industrial,B,tenant,3714.0,1.0,2.01,0.96,,,,,,,,,,,,,True,Clean,False,1,REG-658134357,100212.0,126479.06,133663.37,0.7497,1.3338,0.828
A-000041,Deposit,US,San Jose,37.3571,-121.87721,C,USD,2025-10-30,49,32651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,432320.0,2.41,3.0,False,Clean,False,1,REG-385872070,133810.0,432320.0,420297.35,0.3184,3.141,0.742
A-000042,Deposit,UK,London,51.53458,-0.09282,D,USD,2025-10-30,41,27466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,94742.0,3.29,7.0,True,Clean,False,0,REG-703203258,28612.0,94742.0,94364.31,0.3032,3.2981,0.699
A-000043,Shop,FR,Paris,48.87788,2.35023,D,USD,2025-10-30,10,327571.0,2015.0,0.0,4.0,0.0,1.0,1.0,1808.0,729.0,21.25,25.58,Commercial,A,tenant,937.0,0.0,3.03,1.23,,,,,,,,,,,,,False,Clean,True,0,REG-659612826,56931.0,114301.49,116469.1,0.4888,2.0458,0.667
A-000044,Deposit,DE,Berlin,52.51736,13.38512,B,USD,2025-10-30,21,160866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,219724.0,1.02,16.0,True,Clean,True,0,REG-816425699,163656.0,219724.0,215307.63,0.7601,1.3156,0.837
A-000045,Land Plot,VN,Ho Chi Minh,10.75721,106.69038,A,USD,2025-10-30,20,203826.0,,,,,,,,7047.0,53.31,,Industrial,,,,,,,B,False,,,,,,,,,,,False,Disputed,True,2,REG-290932666,2988021.0,4489430.33,4578306.21,0.6526,1.5322,0.898
A-000046,Land Plot,VN,Hanoi,20.99744,105.8324,D,USD,2025-10-30,25,305132.0,,,,,,,,3679.0,58.86,,Residential,,,,,,,B,True,,,,,,,,,,,True,Clean,True,0,REG-283957630,816778.0,1642375.89,1672388.22,0.4884,2.0475,0.653
A-000047,Deposit,JP,Tokyo,35.69703,139.67585,C,USD,2025-10-30,20,119389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,187716.0,1.22,16.0,True,Clean,True,0,REG-277067962,71601.0,187716.0,191704.64,0.3735,2.6774,0.696
A-000048,Apartment,US,New York,40.69036,-74.03885,C,USD,2025-10-30,12,245859.0,2013.0,5.0,19.0,3.0,1.0,1.0,195.0,259.0,5.17,16.0,Residential,C,tenant,5755.0,1.0,1.99,1.02,,,,,,,,,,,,,True,Disputed,False,0,REG-530246516,93229.0,124170.54,130054.04,0.7168,1.395,0.673
A-000049,Apartment,US,San Jose,37.31656,-121.91187,A,USD,2025-10-30,48,223785.0,1977.0,18.0,25.0,2.0,2.0,1.0,86.0,81.0,8.17,26.0,Commercial,C,tenant,4438.0,0.0,0.46,1.51,,,,,,,,,,,,,True,Clean,False,0,REG-187280099,55688.0,138045.2,133750.56,0.4164,2.4018,0.844
A-000050,Condo,UK,London,51.47446,-0.1186,C,USD,2025-10-30,26,128898.0,1999.0,6.0,35.0,4.0,1.0,2.0,240.0,874.0,12.82,17.33,Industrial,B,owner,1490.0,0.0,2.12,0.74,,,,,,,,,,,,,True,Clean,True,0,REG-155329045,27367.0,48448.23,49450.61,0.5534,1.8069,0.707
A-000051,Shop,FR,Paris,48.86151,2.35012,D,USD,2025-10-30,22,510370.0,2003.0,0.0,5.0,0.0,1.0,0.0,804.0,4381.0,7.09,27.75,Residential,B,tenant,430.0,0.0,2.29,0.92,,,,,,,,,,,,,False,Pending Verification,False,0,REG-247219189,118032.0,166440.99,136078.71,0.8674,1.1529,0.636
A-000052,Deposit,DE,Berlin,52.52955,13.38675,A,USD,2025-10-30,3,227743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,322285.0,1.67,29.0,False,Clean,False,1,REG-660437869,245546.0,322285.0,306132.98,0.8021,1.2467,0.907
A-000053,Deposit,VN,Ho Chi Minh,10.75271,106.69488,A,USD,2025-10-30,9,238414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,319818.0,2.66,8.0,False,Clean,True,0,REG-490652979,146981.0,319818.0,303162.08,0.4848,2.0626,0.885
A-000054,Shop,VN,Hanoi,21.01175,105.81166,B,USD,2025-10-30,5,590761.0,2020.0,0.0,5.0,0.0,2.0,1.0,178.0,4940.0,27.2,23.24,Commercial,E,tenant,4505.0,0.0,2.87,2.38,,,,,,,,,,,,,True,Clean,True,1,REG-259511950,227217.0,453012.96,461002.3,0.4929,2.0289,0.841
A-000055,Car,JP,Tokyo,35.68262,139.70648,C,USD,2025-10-30,26,21804.0,,,,,,,,,,,,,,,,,,,,2012 Kia Civic,2012.0,84595.0,3329.0,0.0,10.0,2.0,,,,True,Clean,True,0,REG-517931096,3014.0,7557.77,7368.55,0.409,2.4448,0.758
A-000056,Deposit,US,New York,40.68958,-74.00896,B,USD,2025-10-30,40,275172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,456060.0,1.61,34.0,False,Clean,False,0,REG-352993793,296756.0,456060.0,447749.71,0.6628,1.5088,0.828
A-000057,Land Plot,US,San Jose,37.34072,-121.89009,B,USD,2025-10-30,32,38594.0,,,,,,,,4341.0,53.13,,Commercial,,,,,,,B,False,,,,,,,,,,,True,Clean,True,0,REG-716884947,339711.0,467283.01,444975.11,0.7634,1.3099,0.82
A-000058,Land Plot,UK,London,51.51397,-0.11796,B,USD,2025-10-30,18,342029.0,,,,,,,,7492.0,45.97,,Agricultural,,,,,,,C,False,,,,,,,,,,,True,Disputed,False,2,REG-931487048,3021907.0,5720859.53,6141918.96,0.492,2.0325,0.832
A-000059,Deposit,FR,Paris,48.86822,2.35237,C,USD,2025-10-30,34,58632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,189339.0,2.35,3.0,False,Clean,False,1,REG-874512926,132301.0,189339.0,203019.94,0.6517,1.5345,0.672
A-000060,Car,DE,Berlin,52.49771,13.40541,D,USD,2025-10-30,25,31070.0,,,,,,,,,,,,,,,,,,,,2019 Mazda Sportage,2019.0,75961.0,4432.0,0.0,14.0,1.0,,,,True,Clean,True,0,REG-123762279,13801.0,18590.28,18210.73,0.7578,1.3195,0.593
A-000061,Car,VN,Ho Chi Minh,10.79306,106.69447,C,USD,2025-10-30,39,5081.0,,,,,,,,,,,,,,,,,,,,2025 Toyota Sportage,2025.0,12784.0,2797.0,0.0,10.0,3.0,,,,True,Clean,False,1,REG-816826694,2673.0,5039.41,5194.14,0.5146,1.9432,0.661
A-000062,House,VN,Hanoi,20.99805,105.85401,C,USD,2025-10-30,19,209384.0,2006.0,0.0,4.0,4.0,3.0,0.0,1504.0,1172.0,7.74,26.73,Mixed,A,owner,1847.0,0.0,1.01,1.56,,,,,,,,,,,,,True,Clean,True,0,REG-455204642,60331.0,87779.17,86970.83,0.6937,1.4416,0.733
A-000063,Deposit,JP,Tokyo,35.67803,139.68512,D,USD,2025-10-30,2,36899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,217460.0,4.56,16.0,True,Clean,True,1,REG-837279890,93230.0,217460.0,217864.78,0.4279,2.3369,0.641
A-000064,Land Plot,US,New York,40.74438,-74.05639,B,USD,2025-10-30,7,311100.0,,,,,,,,742.0,14.7,,Residential,,,,,,,C,False,,,,,,,,,,,True,Clean,True,1,REG-965654639,396242.0,498295.94,505088.84,0.7845,1.2747,0.833
A-000065,Condo,US,San Jose,37.34221,-121.88997,D,USD,2025-10-30,13,189362.0,2012.0,16.0,37.0,1.0,1.0,2.0,27.0,566.0,18.32,25.37,Commercial,A,owner,4263.0,1.0,0.09,1.11,,,,,,,,,,,,,False,Disputed,False,0,REG-655440935,46818.0,65636.57,63135.9,0.7415,1.3485,0.526
A-000066,Car,UK,London,51.50732,-0.11165,B,USD,2025-10-30,21,5069.0,,,,,,,,,,,,,,,,,,,,2010 Honda C-Class,2010.0,224155.0,3702.0,0.0,9.0,3.0,,,,False,Clean,True,2,REG-159471289,1322.0,1722.84,1787.46,0.7396,1.3521,0.781
A-000067,Shop,FR,Paris,48.89921,2.32544,C,USD,2025-10-30,6,424777.0,2019.0,0.0,3.0,0.0,1.0,0.0,455.0,3285.0,12.33,12.74,Mixed,A,owner,2053.0,0.0,2.89,0.81,,,,,,,,,,,,,False,Clean,False,0,REG-286286643,82052.0,234493.5,218336.79,0.3758,2.661,0.669
A-000068,Land Plot,DE,Berlin,52.49609,13.4365,C,USD,2025-10-30,26,46344.0,,,,,,,,1727.0,22.82,,Commercial,,,,,,,D,False,,,,,,,,,,,True,Clean,True,1,REG-997009489,53923.0,139998.51,132139.22,0.4081,2.4505,0.715
A-000069,Car,VN,Ho Chi Minh,10.78173,106.70654,C,USD,2025-10-30,58,11713.0,,,,,,,,,,,,,,,,,,,,2022 Kia Civic,2022.0,149386.0,3012.0,0.0,5.0,2.0,,,,False,Clean,False,0,REG-273887489,7655.0,9988.42,9902.74,0.773,1.2936,0.695
A-000070,Land Plot,VN,Hanoi,21.03935,105.87034,B,USD,2025-10-30,58,157920.0,,,,,,,,619.0,10.21,,Commercial,,,,,,,A,True,,,,,,,,,,,False,Clean,True,0,REG-388643991,95113.0,233540.13,228318.67,0.4166,2.4005,0.846
A-000071,Deposit,JP,Tokyo,35.67769,139.67328,D,USD,2025-10-30,56,255683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,202317.0,5.58,33.0,False,Clean,True,2,REG-690915370,61162.0,202317.0,196250.02,0.3117,3.2087,0.662
A-000072,Car,US,New York,40.71727,-74.01436,C,USD,2025-10-30,27,5355.0,,,,,,,,,,,,,,,,,,,,2019 Kia Sportage,2019.0,86025.0,4079.0,0.0,13.0,3.0,,,,False,Clean,True,0,REG-519181695,2124.0,3090.81,2761.76,0.7691,1.3003,0.719
A-000073,Land Plot,US,San Jose,37.35691,-121.92151,D,USD,2025-10-30,22,73396.0,,,,,,,,862.0,49.6,,Industrial,,,,,,,B,False,,,,,,,,,,,True,Clean,False,2,REG-621649085,57701.0,95594.0,101486.9,0.5686,1.7588,0.624
A-000074,Apartment,UK,London,51.4764,-0.10391,C,USD,2025-10-30,52,91230.0,1973.0,1.0,37.0,3.0,2.0,1.0,187.0,690.0,8.25,21.04,Residential,C,owner,2260.0,0.0,2.29,0.07,,,,,,,,,,,,,False,Clean,True,0,REG-757453238,14437.0,30582.66,28939.2,0.4989,2.0045,0.769
A-000075,Land Plot,FR,Paris,48.8654,2.35824,D,USD,2025-10-30,53,264666.0,,,,,,,,2916.0,28.71,,Commercial,,,,,,,A,False,,,,,,,,,,,False,Clean,False,2,REG-884268176,960294.0,1232167.93,1252304.23,0.7668,1.3041,0.665
A-000076,Land Plot,DE,Berlin,52.53832,13.40782,A,USD,2025-10-30,16,52135.0,,,,,,,,97.0,13.57,,Agricultural,,,,,,,B,False,,,,,,,,,,,False,Clean,True,2,REG-205753943,7380.0,14801.57,14521.96,0.5082,1.9677,0.838
A-000077,Shop,VN,Ho Chi Minh,10.74534,106.71724,A,USD,2025-10-30,7,610098.0,2018.0,0.0,3.0,0.0,2.0,0.0,2929.0,3126.0,28.53,6.43,Mixed,C,tenant,2328.0,0.0,2.29,2.38,,,,,,,,,,,,,True,Pending Verification,False,0,REG-880572735,271847.0,514666.58,510429.57,0.5326,1.8776,0.873
A-000078,Condo,VN,Hanoi,21.04498,105.81827,C,USD,2025-10-30,36,108219.0,1989.0,1.0,13.0,0.0,3.0,0.0,130.0,975.0,9.69,16.93,Industrial,E,owner,5617.0,0.0,1.8,0.81,,,,,,,,,,,,,False,Clean,False,2,REG-851644795,29658.0,39218.86,40496.9,0.7324,1.3655,0.73
A-000079,Apartment,JP,Tokyo,35.69026,139.68162,C,USD,2025-10-30,6,95398.0,2019.0,12.0,9.0,2.0,2.0,1.0,379.0,849.0,24.04,17.59,Commercial,B,owner,1113.0,0.0,1.09,1.86,,,,,,,,,,,,,True,Pending Verification,True,0,REG-413110697,19937.0,51861.65,51159.11,0.3897,2.566,0.678
A-000080,Deposit,US,New York,40.67729,-74.00526,B,USD,2025-10-30,30,148604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,461645.0,0.87,16.0,False,Clean,False,2,REG-537652550,275361.0,461645.0,494853.56,0.5564,1.7971,0.832
A-000081,Car,US,San Jose,37.38652,-121.85967,D,USD,2025-10-30,49,51777.0,,,,,,,,,,,,,,,,,,,,2020 Hyundai Elantra,2020.0,226331.0,2487.0,0.0,2.0,3.0,,,,False,Clean,True,0,REG-820980365,21194.0,33575.22,35191.8,0.6022,1.6605,0.695
A-000082,Car,UK,London,51.50919,-0.10023,B,USD,2025-10-30,35,53438.0,,,,,,,,,,,,,,,,,,,,2015 Honda 3 Series,2015.0,53652.0,2296.0,0.0,9.0,1.0,,,,False,Clean,False,0,REG-293945627,16824.0,21624.05,21201.65,0.7935,1.2602,0.779
A-000083,Shop,FR,Paris,48.869,2.36127,D,USD,2025-10-30,45,382493.0,1980.0,0.0,4.0,0.0,1.0,2.0,493.0,1994.0,12.02,6.44,Commercial,C,tenant,894.0,0.0,0.9,1.46,,,,,,,,,,,,,True,Clean,True,2,REG-257662510,55407.0,105714.87,102721.58,0.5394,1.8539,0.609
A-000084,House,DE,Berlin,52.52661,13.40577,B,USD,2025-10-30,18,189749.0,2007.0,0.0,2.0,2.0,1.0,0.0,1350.0,3528.0,13.6,9.37,Commercial,C,vacant,2189.0,0.0,1.68,0.35,,,,,,,,,,,,,False,Clean,True,1,REG-257218539,82246.0,110414.47,109374.45,0.752,1.3298,0.85
A-000085,House,VN,Ho Chi Minh,10.80397,106.69659,B,USD,2025-10-30,34,410117.0,1991.0,0.0,3.0,3.0,3.0,2.0,379.0,3587.0,24.62,25.89,Residential,E,vacant,711.0,1.0,2.84,1.39,,,,,,,,,,,,,False,Clean,False,0,REG-506218840,157098.0,204182.57,186002.78,0.8446,1.184,0.722
A-000086,Car,VN,Hanoi,21.02791,105.80866,A,USD,2025-10-30,50,5204.0,,,,,,,,,,,,,,,,,,,,2020 Hyundai Corolla,2020.0,186268.0,1597.0,0.0,14.0,1.0,,,,False,Pending Verification,True,0,REG-153462313,2018.0,3160.1,2978.9,0.6774,1.4762,0.858
