asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score
A-000031,House,JP,Tokyo,35.66745,139.67727,D,VND,2025-10-30,57,3551410256.41,1968.0,0.0,2.0,0.0,3.0,2.0,2302.0,3589.0,24.12,26.37,Industrial,D,owner,113743589.74,1.0,3.45,0.85,,,,,,,,,,False,Clean,True,0,REG-435432106,591410256.41,926068205.13,947883589.74,0.6239,1.6028,0.528
A-000032,Condo,US,New York,40.70177,-73.98275,B,VND,2025-10-30,17,6128820512.82,2008.0,15.0,18.0,2.0,1.0,0.0,231.0,886.0,8.88,5.29,Industrial,C,tenant,52589743.59,0.0,2.17,0.93,,,,,,,,,,False,Clean,True,1,REG-912280027,2955871794.87,3700445641.03,3465322564.1,0.853,1.1724,0.826
A-000033,Car,US,San Jose,37.34329,-121.89781,B,VND,2025-10-30,21,464820512.82,,,,,,,,,,,,,,,,,,,,2018 Toyota CX-5,2018.0,116053.0,4370.0,0.0,9.0,2.0,False,Clean,False,0,REG-160450001,143538461.54,251658717.95,247351025.64,0.5803,1.7232,0.863
A-000034,House,UK,London,51.46589,-0.15231,D,VND,2025-10-30,1,5993974358.97,2024.0,0.0,5.0,1.0,1.0,0.0,581.0,844.0,26.73,10.65,Residential,C,tenant,86358974.36,0.0,2.63,2.2,,,,,,,,,,False,Clean,True,0,REG-688095287,1871641025.64,2491311538.46,2437074615.38,0.768,1.3021,0.602
A-000035,House,FR,Paris,48.87582,2.37997,C,VND,2025-10-30,8,3426153846.15,2017.0,0.0,5.0,5.0,3.0,0.0,923.0,282.0,10.4,4.77,Mixed,C,owner,70000000.0,0.0,0.97,1.15,,,,,,,,,,False,Clean,True,2,REG-489675242,731205128.21,1812114615.38,1862722307.69,0.3925,2.5475,0.702
A-000036,Apartment,DE,Berlin,52.53295,13.40973,A,VND,2025-10-30,16,4185000000.0,2009.0,1.0,13.0,2.0,2.0,1.0,317.0,467.0,10.77,11.71,Mixed,B,tenant,132794871.79,0.0,3.46,1.43,,,,,,,,,,False,Clean,True,0,REG-557350619,1496282051.28,2821144615.38,2884312051.28,0.5188,1.9277,0.848
A-000037,Land Plot,VN,Ho Chi Minh,10.77625,106.70556,A,VND,2025-10-30,6,7469666666.67,,,,,,,,4983.0,18.29,,Residential,,,,,,,B,True,,,,,,,,False,Clean,True,0,REG-238200479,36559076923.08,120908202820.51,126535501538.46,0.2889,3.4611,0.904
A-000038,House,VN,Hanoi,21.01257,105.82214,B,VND,2025-10-30,59,3851000000.0,1966.0,0.0,2.0,4.0,3.0,0.0,996.0,2777.0,19.62,8.84,Mixed,B,owner,126641025.64,0.0,2.34,0.23,,,,,,,,,,False,Disputed,True,0,REG-918488780,1160692307.69,1751762307.69,1899069487.18,0.6112,1.6362,0.844
A-000039,Car,JP,Tokyo,35.6851,139.71701,A,VND,2025-10-30,10,1452128205.13,,,,,,,,,,,,,,,,,,,,2018 Toyota Sportage,2018.0,69922.0,994.0,0.0,8.0,3.0,False,Clean,True,1,REG-154205202,596589743.59,796886666.67,798648205.13,0.747,1.3387,0.894
A-000040,Apartment,US,New York,40.70698,-74.02492,C,VND,2025-10-30,3,4647974358.97,2022.0,4.0,10.0,5.0,3.0,2.0,120.0,619.0,18.39,13.7,Industrial,C,tenant,117384615.38,0.0,1.87,0.2,,,,,,,,,,True,Clean,False,1,REG-116344489,751846153.85,2455180769.23,2384238974.36,0.3153,3.1712,0.717
A-000041,House,US,San Jose,37.32744,-121.88377,B,VND,2025-10-30,57,5662717948.72,1968.0,0.0,1.0,4.0,1.0,2.0,2585.0,4918.0,9.52,15.68,Mixed,C,vacant,99358974.36,0.0,1.88,2.17,,,,,,,,,,False,Clean,False,0,REG-423685312,1706230769.23,2916801538.46,2752325897.44,0.6199,1.6131,0.863
A-000042,Land Plot,UK,London,51.48211,-0.12653,B,VND,2025-10-30,59,4347256410.26,,,,,,,,6451.0,53.82,,Industrial,,,,,,,B,True,,,,,,,,True,Clean,False,0,REG-981302169,41040512820.51,69501933846.15,67044121282.05,0.6121,1.6336,0.827
A-000043,Condo,FR,Paris,48.85276,2.3402,A,VND,2025-10-30,19,3184692307.69,2006.0,8.0,27.0,0.0,2.0,0.0,383.0,727.0,6.57,23.34,Residential,D,owner,73538461.54,0.0,0.66,0.87,,,,,,,,,,False,Clean,False,1,REG-217997823,669153846.15,2074351025.64,1969814871.79,0.3397,2.9437,0.945
A-000044,Condo,DE,Berlin,52.48216,13.37083,B,VND,2025-10-30,52,6468230769.23,1973.0,22.0,5.0,5.0,2.0,2.0,158.0,952.0,5.87,6.72,Mixed,C,owner,46820512.82,1.0,1.17,0.75,,,,,,,,,,True,Clean,False,1,REG-371463893,1139564102.56,2997652564.1,3154930256.41,0.3612,2.7685,0.725
A-000045,Car,VN,Ho Chi Minh,10.76275,106.70958,B,VND,2025-10-30,12,1133794871.79,,,,,,,,,,,,,,,,,,,,2025 Mercedes Civic,2025.0,62062.0,4134.0,0.0,5.0,1.0,True,Clean,False,0,REG-138846373,520384615.38,1026856153.85,1055381282.05,0.4931,2.0281,0.784
A-000046,Car,VN,Hanoi,21.04315,105.86873,B,VND,2025-10-30,9,189102564.1,,,,,,,,,,,,,,,,,,,,2025 Toyota Sportage,2025.0,5754.0,3716.0,0.0,4.0,2.0,True,Clean,False,0,REG-366528601,98025641.03,189515641.03,190233076.92,0.5153,1.9406,0.77
A-000047,Apartment,JP,Tokyo,35.70331,139.72295,A,VND,2025-10-30,15,5862410256.41,2010.0,1.0,15.0,0.0,1.0,2.0,25.0,321.0,19.81,15.56,Mixed,C,owner,61589743.59,1.0,2.38,1.72,,,,,,,,,,True,Clean,True,0,REG-247955583,2932487179.49,3856856410.26,3632690512.82,0.8072,1.2388,0.736
A-000048,Car,US,New York,40.73741,-74.01968,C,VND,2025-10-30,12,1667820512.82,,,,,,,,,,,,,,,,,,,,2018 Mercedes CX-5,2018.0,161558.0,3633.0,1.0,0.0,1.0,False,Clean,True,1,REG-290759149,295102564.1,809643589.74,798195384.62,0.3697,2.7048,0.731
A-000049,Condo,US,San Jose,37.34446,-121.87766,B,VND,2025-10-30,39,5536820512.82,1986.0,2.0,19.0,3.0,3.0,1.0,153.0,555.0,21.63,25.84,Residential,A,owner,44538461.54,1.0,1.7,0.81,,,,,,,,,,False,Clean,True,0,REG-693956170,1420897435.9,2940797692.31,3134126923.08,0.4534,2.2057,0.703
A-000050,Car,UK,London,51.51534,-0.11758,D,VND,2025-10-30,20,1289076923.08,,,,,,,,,,,,,,,,,,,,2016 Mercedes 3 Series,2016.0,68341.0,1422.0,0.0,4.0,3.0,True,Clean,False,1,REG-462442461,193871794.87,625634102.56,587006923.08,0.3303,3.0278,0.604
A-000051,Apartment,FR,Paris,48.8269,2.3291,C,VND,2025-10-30,8,3274128205.13,2017.0,7.0,11.0,4.0,3.0,2.0,303.0,202.0,18.09,21.94,Mixed,C,owner,146589743.59,0.0,3.05,2.15,,,,,,,,,,True,Clean,True,0,REG-789303145,528435897.44,1695841794.87,1651078717.95,0.3201,3.1245,0.76
A-000052,Land Plot,DE,Berlin,52.53972,13.39884,D,VND,2025-10-30,29,4969846153.85,,,,,,,,5079.0,23.38,,Agricultural,,,,,,,D,False,,,,,,,,True,Clean,True,2,REG-734190516,24145205128.21,33457812307.69,34189722307.69,0.7062,1.416,0.669
A-000053,Car,VN,Ho Chi Minh,10.78219,106.7489,B,VND,2025-10-30,17,637153846.15,,,,,,,,,,,,,,,,,,,,2014 Mercedes C-Class,2014.0,93821.0,2423.0,0.0,9.0,3.0,True,Clean,True,1,REG-670416505,80025641.03,263525897.44,249401282.05,0.3209,3.1165,0.851
A-000054,Apartment,VN,Hanoi,21.01845,105.83606,A,VND,2025-10-30,11,6174435897.44,2014.0,4.0,2.0,2.0,2.0,1.0,354.0,932.0,29.5,4.88,Mixed,C,owner,21205128.21,0.0,1.59,0.08,,,,,,,,,,True,Clean,False,2,REG-357827533,2226487179.49,4350798717.95,4221125641.03,0.5275,1.8959,0.89
A-000055,Car,JP,Tokyo,35.6959,139.69361,D,VND,2025-10-30,43,325256410.26,,,,,,,,,,,,,,,,,,,,2025 BMW CX-5,2025.0,77759.0,2603.0,0.0,3.0,1.0,False,Clean,True,0,REG-715056278,222435897.44,320637692.31,298901538.46,0.7442,1.3438,0.679
A-000056,Car,US,New York,40.7268,-73.98025,C,VND,2025-10-30,8,1077974358.97,,,,,,,,,,,,,,,,,,,,2024 Mazda Civic,2024.0,84843.0,1520.0,0.0,4.0,1.0,False,Clean,False,2,REG-340670112,470307692.31,907670256.41,896967435.9,0.5243,1.9072,0.659
A-000057,Condo,US,San Jose,37.37543,-121.89197,A,VND,2025-10-30,32,4756564102.56,1993.0,20.0,2.0,0.0,2.0,1.0,229.0,737.0,10.69,23.31,Residential,C,tenant,77564102.56,0.0,0.0,0.77,,,,,,,,,,True,Disputed,False,1,REG-597843051,881641025.64,2570506666.67,2521121538.46,0.3497,2.8596,0.851
A-000058,Condo,UK,London,51.5206,-0.11632,D,VND,2025-10-30,55,4423384615.38,1970.0,5.0,35.0,5.0,3.0,2.0,352.0,454.0,9.74,20.71,Residential,B,tenant,974358.97,0.0,1.14,3.17,,,,,,,,,,True,Clean,False,0,REG-503856555,338102564.1,1041185384.62,981358717.95,0.3445,2.9025,0.638
A-000059,Land Plot,FR,Paris,48.84004,2.3483,C,VND,2025-10-30,7,5720743589.74,,,,,,,,1350.0,36.03,,Commercial,,,,,,,B,True,,,,,,,,False,Clean,False,0,REG-343627084,4372666666.67,10766462051.28,10596245384.62,0.4127,2.4233,0.733
A-000060,Apartment,DE,Berlin,52.53226,13.40718,B,VND,2025-10-30,20,2989230769.23,2005.0,12.0,23.0,2.0,1.0,0.0,279.0,26.0,6.58,8.59,Residential,B,owner,11948717.95,0.0,1.35,0.66,,,,,,,,,,True,Pending Verification,False,0,REG-153538022,729128205.13,1523210769.23,1545869487.18,0.4717,2.1202,0.828
A-000061,House,VN,Ho Chi Minh,10.77628,106.68573,A,VND,2025-10-30,37,7045717948.72,1988.0,0.0,1.0,1.0,3.0,2.0,2277.0,588.0,17.68,29.91,Mixed,A,owner,9564102.56,0.0,1.42,1.65,,,,,,,,,,False,Clean,False,0,REG-513848857,3038846153.85,3849991025.64,3622046923.08,0.839,1.1919,0.889
A-000062,Condo,VN,Hanoi,21.02173,105.84654,C,VND,2025-10-30,58,2863820512.82,1967.0,20.0,34.0,0.0,2.0,1.0,159.0,666.0,15.22,20.1,Commercial,D,vacant,112384615.38,0.0,0.44,1.97,,,,,,,,,,True,Clean,True,0,REG-273887489,639435897.44,1015997435.9,979147692.31,0.6531,1.5313,0.693
A-000063,Car,JP,Tokyo,35.67923,139.72479,A,VND,2025-10-30,12,1429025641.03,,,,,,,,,,,,,,,,,,,,2019 Kia Elantra,2019.0,135445.0,1886.0,0.0,14.0,3.0,False,Clean,True,0,REG-876932753,305410256.41,936072820.51,1003907179.49,0.3042,3.2871,0.877
A-000064,Apartment,US,New York,40.69753,-74.00953,A,VND,2025-10-30,1,3514025641.03,2024.0,18.0,6.0,5.0,1.0,1.0,101.0,465.0,4.14,24.24,Mixed,D,owner,50871794.87,1.0,2.17,0.85,,,,,,,,,,True,Clean,True,1,REG-174936800,1760179487.18,3097600256.41,3228548717.95,0.5452,1.8342,0.846
A-000065,House,US,San Jose,37.32677,-121.91315,C,VND,2025-10-30,23,10978589743.59,2002.0,0.0,3.0,2.0,1.0,1.0,1935.0,4912.0,19.79,14.47,Mixed,B,owner,56897435.9,1.0,1.32,1.52,,,,,,,,,,True,Clean,True,0,REG-190995549,1488897435.9,4772367948.72,4862098974.36,0.3062,3.2656,0.611
A-000066,Land Plot,UK,London,51.52381,-0.13521,C,VND,2025-10-30,34,5149717948.72,,,,,,,,7690.0,16.79,,Industrial,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-136085508,23718051282.05,68076144871.79,71059730512.82,0.3338,2.996,0.704
A-000067,Apartment,FR,Paris,48.86824,2.38719,A,VND,2025-10-30,21,3921384615.38,2004.0,4.0,17.0,2.0,1.0,0.0,225.0,369.0,28.93,4.09,Mixed,C,owner,80307692.31,1.0,1.75,1.65,,,,,,,,,,True,Disputed,True,2,REG-670810989,776512820.51,2353716153.85,2578843846.15,0.3011,3.3211,0.749
A-000068,Land Plot,DE,Berlin,52.50986,13.40179,B,VND,2025-10-30,58,3508948717.95,,,,,,,,2526.0,15.41,,Industrial,,,,,,,D,False,,,,,,,,True,Clean,True,0,REG-254934576,11575897435.9,15778484615.38,16535528974.36,0.7001,1.4284,0.855
A-000069,Apartment,VN,Ho Chi Minh,10.7881,106.66789,A,VND,2025-10-30,32,6259307692.31,1993.0,22.0,9.0,5.0,2.0,2.0,311.0,482.0,15.87,13.43,Commercial,B,owner,55615384.62,0.0,2.34,0.47,,,,,,,,,,True,Clean,False,1,REG-449254192,1189000000.0,3743878717.95,3830402307.69,0.3104,3.2215,0.855
A-000070,Apartment,VN,Hanoi,21.05725,105.85205,B,VND,2025-10-30,33,2265358974.36,1992.0,9.0,6.0,5.0,1.0,0.0,98.0,148.0,27.72,17.5,Industrial,C,owner,78051282.05,1.0,4.23,0.05,,,,,,,,,,True,Pending Verification,True,0,REG-312724391,369717948.72,1070767948.72,1190119743.59,0.3107,3.219,0.708
A-000071,Land Plot,JP,Tokyo,35.68056,139.68566,B,VND,2025-10-30,10,7152692307.69,,,,,,,,1347.0,17.58,,Commercial,,,,,,,C,True,,,,,,,,True,Clean,True,0,REG-687872695,10031769230.77,25464476410.26,24359071794.87,0.4118,2.4282,0.815
A-000072,Apartment,US,New York,40.71474,-74.01167,B,VND,2025-10-30,25,6293871794.87,2000.0,2.0,29.0,3.0,1.0,0.0,294.0,637.0,5.32,29.5,Residential,D,tenant,72153846.15,0.0,2.51,1.12,,,,,,,,,,False,Clean,True,1,REG-929553368,1993076923.08,3220035128.21,3590273076.92,0.5551,1.8014,0.831
A-000073,Apartment,US,San Jose,37.37571,-121.88285,C,VND,2025-10-30,37,5591282051.28,1988.0,9.0,20.0,0.0,3.0,1.0,197.0,532.0,23.38,6.54,Residential,B,tenant,17435897.44,0.0,1.81,1.07,,,,,,,,,,True,Clean,True,1,REG-482573590,822769230.77,2181200256.41,2367240512.82,0.3476,2.8772,0.69
A-000074,Condo,UK,London,51.50229,-0.1134,C,VND,2025-10-30,28,6627256410.26,1997.0,4.0,16.0,1.0,1.0,0.0,168.0,127.0,18.31,22.04,Residential,C,tenant,10743589.74,0.0,2.71,0.25,,,,,,,,,,True,Clean,True,0,REG-808821344,1083615384.62,2255642051.28,2292892820.51,0.4726,2.116,0.711
A-000075,Land Plot,FR,Paris,48.86997,2.30786,C,VND,2025-10-30,0,4932410256.41,,,,,,,,5625.0,25.31,,Commercial,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-217801297,32726256410.26,59614411538.46,58674964871.79,0.5578,1.7929,0.759
A-000076,Land Plot,DE,Berlin,52.49464,13.35501,D,VND,2025-10-30,45,1539128205.13,,,,,,,,5701.0,31.25,,Residential,,,,,,,B,False,,,,,,,,True,Clean,True,0,REG-514838251,6577410256.41,11417512307.69,10752540512.82,0.6117,1.6348,0.593
A-000077,House,VN,Ho Chi Minh,10.76081,106.71498,C,VND,2025-10-30,9,6139794871.79,2016.0,0.0,1.0,2.0,3.0,0.0,2477.0,3062.0,28.41,12.31,Mixed,B,owner,85692307.69,0.0,1.28,0.73,,,,,,,,,,True,Disputed,True,0,REG-900909105,2041871794.87,3187137692.31,3071028461.54,0.6649,1.504,0.676
A-000078,Apartment,VN,Hanoi,21.03618,105.83708,D,VND,2025-10-30,25,3076743589.74,2000.0,24.0,11.0,2.0,3.0,1.0,124.0,5.0,15.25,9.83,Commercial,C,tenant,89025641.03,0.0,0.55,0.19,,,,,,,,,,True,Clean,False,2,REG-833026487,696974358.97,874484615.38,889601282.05,0.7835,1.2764,0.605
A-000079,Car,JP,Tokyo,35.691,139.67594,B,VND,2025-10-30,11,416205128.21,,,,,,,,,,,,,,,,,,,,2013 Ford 3 Series,2013.0,111645.0,2667.0,1.0,7.0,2.0,True,Clean,False,0,REG-312917005,73820512.82,145930512.82,148271538.46,0.4979,2.0085,0.866
A-000080,Apartment,US,New York,40.68865,-74.0111,A,VND,2025-10-30,11,3810230769.23,2014.0,12.0,10.0,1.0,1.0,2.0,104.0,907.0,24.87,10.18,Industrial,B,owner,42153846.15,0.0,2.53,3.53,,,,,,,,,,False,Clean,False,0,REG-256379065,888230769.23,2797126153.85,2877879487.18,0.3086,3.24,0.907
A-000081,Car,US,San Jose,37.35524,-121.86649,D,VND,2025-10-30,31,212410256.41,,,,,,,,,,,,,,,,,,,,2023 Kia C-Class,2023.0,79921.0,1328.0,0.0,9.0,2.0,True,Disputed,True,0,REG-304895031,131717948.72,198345128.21,208002820.51,0.6333,1.5792,0.685
